"gene_id" "locusName" "Description" "colors"
"Manes.11G000500.v8.1" "Manes.11G000500" "(1 of 2) K15498 - serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16] (PPP6C)" "turquoise"
"Manes.11G000600.v8.1" "Manes.11G000600" "(1 of 2) K01354 - oligopeptidase B (ptrB)" "turquoise"
"Manes.11G000900.v8.1" "Manes.11G000900" "(1 of 2) K11518 - mitochondrial import receptor subunit TOM40 (TOM40)" "turquoise"
"Manes.11G001200.v8.1" "Manes.11G001200" "(1 of 1) PTHR10827//PTHR10827:SF52 - RETICULOCALBIN // IP16409P" "turquoise"
"Manes.11G002900.v8.1" "Manes.11G002900" NA "turquoise"
"Manes.11G003300.v8.1" "Manes.11G003300" "(1 of 9) 2.1.1.68 - Caffeate O-methyltransferase" "turquoise"
"Manes.11G003700.v8.1" "Manes.11G003700" "(1 of 3) K17099 - annexin A13 (ANXA13)" "turquoise"
"Manes.11G004100.v8.1" "Manes.11G004100" "(1 of 1) PTHR10315//PTHR10315:SF29 - SEVEN IN ABSENTIA HOMOLOG // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G004200.v8.1" "Manes.11G004200" "(1 of 1) 4.1.1.23 - Orotidine-5'-phosphate decarboxylase / Uridine 5'-monophosphate synthase" "turquoise"
"Manes.11G004900.v8.1" "Manes.11G004900" "(1 of 2) PTHR26402//PTHR26402:SF574 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G006000.v8.1" "Manes.11G006000" NA "turquoise"
"Manes.11G007250.v8.1" "Manes.11G007250" "(1 of 2) K18417 - ERI1 exoribonuclease 2 [EC:3.1.-.-] (ERI2)" "turquoise"
"Manes.11G007700.v8.1" "Manes.11G007700" NA "turquoise"
"Manes.11G008200.v8.1" "Manes.11G008200" NA "turquoise"
"Manes.11G009700.v8.1" "Manes.11G009700" NA "turquoise"
"Manes.11G009800.v8.1" "Manes.11G009800" NA "turquoise"
"Manes.11G012800.v8.1" "Manes.11G012800" "(1 of 1) K02729 - 20S proteasome subunit alpha 5 (PSMA5)" "turquoise"
"Manes.11G013900.v8.1" "Manes.11G013900" "(1 of 10) PTHR22835//PTHR22835:SF262 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // GDSL ESTERASE/LIPASE 5-RELATED" "turquoise"
"Manes.11G014300.v8.1" "Manes.11G014300" "(1 of 2) PTHR11200//PTHR11200:SF122 - INOSITOL 5-PHOSPHATASE // PHOSPHOINOSITIDE PHOSPHATASE SAC3-RELATED" "turquoise"
"Manes.11G014400.v8.1" "Manes.11G014400" "(1 of 5) K02998 - small subunit ribosomal protein SAe (RP-SAe, RPSA)" "turquoise"
"Manes.11G014600.v8.1" "Manes.11G014600" "(1 of 5) K02998 - small subunit ribosomal protein SAe (RP-SAe, RPSA)" "turquoise"
"Manes.11G016500.v8.1" "Manes.11G016500" "(1 of 1) PTHR10098//PTHR10098:SF117 - RAPSYN-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G017000.v8.1" "Manes.11G017000" "(1 of 2) PTHR21229//PTHR21229:SF15 - LUNG SEVEN TRANSMEMBRANE RECEPTOR // LUNG SEVEN TRANSMEMBRANE RECEPTOR-LIKE PROTEIN" "turquoise"
"Manes.11G019400.v8.1" "Manes.11G019400" NA "turquoise"
"Manes.11G019500.v8.1" "Manes.11G019500" "(1 of 2) PTHR21262//PTHR21262:SF14 - GUANOSINE-3',5'-BIS DIPHOSPHATE  3'-PYROPHOSPHOHYDROLASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G019800.v8.1" "Manes.11G019800" "(1 of 2) K15688 - E3 ubiquitin-protein ligase MUL1 [EC:6.3.2.19] (MUL1)" "turquoise"
"Manes.11G020000.v8.1" "Manes.11G020000" "(1 of 1) 2.7.7.79 - tRNA(His) guanylyltransferase / Histidine tRNA guanylyltransferase" "turquoise"
"Manes.11G020400.v8.1" "Manes.11G020400" NA "turquoise"
"Manes.11G020600.v8.1" "Manes.11G020600" NA "turquoise"
"Manes.11G021700.v8.1" "Manes.11G021700" NA "turquoise"
"Manes.11G022100.v8.1" "Manes.11G022100" "(1 of 5) 2.3.1.158//2.3.1.20 - Phospholipid:diacylglycerol acyltransferase / PDAT // Diacylglycerol O-acyltransferase / Diglyceride acyltransferase" "turquoise"
"Manes.11G022400.v8.1" "Manes.11G022400" "(1 of 1) PTHR12321//PTHR12321:SF43//PTHR12321:SF55 - CPG BINDING PROTEIN // PHD FINGER PROTEIN ALFIN-LIKE 3 // PHD FINGER PROTEIN ALFIN-LIKE 4" "turquoise"
"Manes.11G022900.v8.1" "Manes.11G022900" NA "turquoise"
"Manes.11G024800.v8.1" "Manes.11G024800" "(1 of 3) 1.4.3.3 - D-amino-acid oxidase" "turquoise"
"Manes.11G024900.v8.1" "Manes.11G024900" "(1 of 3) K03787 - 5'-nucleotidase (surE)" "turquoise"
"Manes.11G025300.v8.1" "Manes.11G025300" "(1 of 1) PTHR11875//PTHR11875:SF63//PTHR11875:SF73 - TESTIS-SPECIFIC Y-ENCODED PROTEIN // NUCLEOSOME ASSEMBLY PROTEIN 1,4 // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G025700.v8.1" "Manes.11G025700" "(1 of 1) K12309 - beta-galactosidase (GLB1, ELNR1)" "turquoise"
"Manes.11G026100.v8.1" "Manes.11G026100" "(1 of 1) PTHR11353:SF85 - CHAPERONIN CPN60-LIKE 2, MITOCHONDRIAL" "turquoise"
"Manes.11G026500.v8.1" "Manes.11G026500" "(1 of 2) PTHR11649//PTHR11649:SF62 - MSS1/TRME-RELATED GTP-BINDING PROTEIN // PROTEIN SEY1 HOMOLOG" "turquoise"
"Manes.11G026800.v8.1" "Manes.11G026800" NA "turquoise"
"Manes.11G027000.v8.1" "Manes.11G027000" "(1 of 1) PTHR24031//PTHR24031:SF219 - RNA HELICASE // ATP-DEPENDENT RNA HELICASE DDX5-RELATED" "turquoise"
"Manes.11G028500.v8.1" "Manes.11G028500" "(1 of 4) K02140 - F-type H+-transporting ATPase subunit g (ATPeFG, ATP5L, ATP20)" "turquoise"
"Manes.11G028800.v8.1" "Manes.11G028800" NA "turquoise"
"Manes.11G029500.v8.1" "Manes.11G029500" "(1 of 3) PTHR11014//PTHR11014:SF55 - PEPTIDASE M20 FAMILY MEMBER // IAA-AMINO ACID HYDROLASE ILR1-LIKE 1-RELATED" "turquoise"
"Manes.11G031600.v8.1" "Manes.11G031600" "(1 of 1) 3.4.21.53//3.6.1.8 - Endopeptidase La / ATP-dependent serine proteinase // ATP diphosphatase / ATPase" "turquoise"
"Manes.11G031901.v8.1" "Manes.11G031901" NA "turquoise"
"Manes.11G033300.v8.1" "Manes.11G033300" "(1 of 1) PTHR10696//PTHR10696:SF21 - GAMMA-BUTYROBETAINE HYDROXYLASE-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G033651.v8.1" "Manes.11G033651" "(1 of 1) K15174 - RNA polymerase II-associated factor 1 (PAF1)" "turquoise"
"Manes.11G034000.v8.1" "Manes.11G034000" "(1 of 4) 1.1.1.40 - Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) / Pyruvic-malic carboxylase" "turquoise"
"Manes.11G034200.v8.1" "Manes.11G034200" "(1 of 3) PTHR19241:SF246 - ABC TRANSPORTER G FAMILY MEMBER 29" "turquoise"
"Manes.11G034600.v8.1" "Manes.11G034600" "(1 of 8) PF08670 - MEKHLA domain (MEKHLA)" "turquoise"
"Manes.11G035100.v8.1" "Manes.11G035100" NA "turquoise"
"Manes.11G035200.v8.1" "Manes.11G035200" "(1 of 1) PTHR23076:SF56 - AAA-TYPE ATPASE FAMILY PROTEIN" "turquoise"
"Manes.11G035600.v8.1" "Manes.11G035600" "(1 of 4) PTHR31985//PTHR31985:SF23 - FAMILY NOT NAMED // DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED" "turquoise"
"Manes.11G037400.v8.1" "Manes.11G037400" "(1 of 1) K18660 - malonyl-CoA/methylmalonyl-CoA synthetase (ACSF3)" "turquoise"
"Manes.11G037600.v8.1" "Manes.11G037600" NA "turquoise"
"Manes.11G037700.v8.1" "Manes.11G037700" NA "turquoise"
"Manes.11G038100.v8.1" "Manes.11G038100" "(1 of 2) K02695 - photosystem I subunit VI (psaH)" "turquoise"
"Manes.11G039928.v8.1" "Manes.11G039928" "(1 of 1) PF00069//PF00085//PF02617//PF07714 - Protein kinase domain (Pkinase) // Thioredoxin (Thioredoxin) // ATP-dependent Clp protease adaptor protein ClpS (ClpS) // Protein tyrosine kinase (Pkinase_Tyr)" "turquoise"
"Manes.11G043001.v8.1" "Manes.11G043001" "(1 of 20) PTHR27001//PTHR27001:SF27 - FAMILY NOT NAMED // PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK15" "turquoise"
"Manes.11G043701.v8.1" "Manes.11G043701" "(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase" "turquoise"
"Manes.11G044300.v8.1" "Manes.11G044300" "(1 of 1) PTHR22999//PTHR22999:SF19 - PX SERINE/THREONINE KINASE  PXK // PHOX (PX) DOMAIN-CONTAINING PROTEIN" "turquoise"
"Manes.11G044500.v8.1" "Manes.11G044500" "(1 of 1) K11273 - chromosome transmission fidelity protein 1 [EC:3.6.4.13] (DDX11, CHL1, CTF1)" "turquoise"
"Manes.11G045066.v8.1" "Manes.11G045066" "(1 of 5) K10393 - kinesin family member 2/24 (KIF2_24, MCAK)" "turquoise"
"Manes.11G047600.v8.1" "Manes.11G047600" NA "turquoise"
"Manes.11G047800.v8.1" "Manes.11G047800" NA "turquoise"
"Manes.11G052170.v8.1" "Manes.11G052170" NA "turquoise"
"Manes.11G051400.v8.1" "Manes.11G051400" "(1 of 2) K06184 - ATP-binding cassette, subfamily F, member 1 (ABCF1)" "turquoise"
"Manes.11G051300.v8.1" "Manes.11G051300" "(1 of 2) PTHR31734:SF12 - AUXIN-RESPONSIVE PROTEIN IAA19-RELATED" "turquoise"
"Manes.11G050100.v8.1" "Manes.11G050100" "(1 of 5) 3.6.3.17 - Monosaccharide-transporting ATPase" "turquoise"
"Manes.11G049300.v8.1" "Manes.11G049300" "(1 of 3) K03301 - ATP:ADP antiporter, AAA family (TC.AAA)" "turquoise"
"Manes.11G052200.v8.1" "Manes.11G052200" "(1 of 2) K02265 - cytochrome c oxidase subunit 5b (COX5B)" "turquoise"
"Manes.11G052300.v8.1" "Manes.11G052300" NA "turquoise"
"Manes.11G052600.v8.1" "Manes.11G052600" NA "turquoise"
"Manes.11G053000.v8.1" "Manes.11G053000" "(1 of 2) PTHR23155//PTHR23155:SF478 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // LEUCINE-RICH REPEAT-CONTAINING PROTEIN SOG2" "turquoise"
"Manes.11G054400.v8.1" "Manes.11G054400" "(1 of 1) PTHR10806//PTHR10806:SF10 - SIGNAL PEPTIDASE COMPLEX CATALYTIC SUBUNIT SEC11 // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G054900.v8.1" "Manes.11G054900" "(1 of 3) K12812 - ATP-dependent RNA helicase UAP56/SUB2 (UAP56, BAT1, SUB2)" "turquoise"
"Manes.11G055800.v8.1" "Manes.11G055800" NA "turquoise"
"Manes.11G056300.v8.1" "Manes.11G056300" "(1 of 3) PTHR32227//PTHR32227:SF129 - FAMILY NOT NAMED // GLYCOSYL HYDROLASE SUPERFAMILY PROTEIN" "turquoise"
"Manes.11G058100.v8.1" "Manes.11G058100" NA "turquoise"
"Manes.11G058150.v8.1" "Manes.11G058150" "(1 of 3) K03106 - signal recognition particle subunit SRP54 (SRP54, ffh)" "turquoise"
"Manes.11G058800.v8.1" "Manes.11G058800" "(1 of 2) PTHR12601//PTHR12601:SF18 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3 // TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN" "turquoise"
"Manes.11G060700.v8.1" "Manes.11G060700" "(1 of 13) K01507 - inorganic pyrophosphatase (ppa)" "turquoise"
"Manes.11G062700.v8.1" "Manes.11G062700" NA "turquoise"
"Manes.11G063000.v8.1" "Manes.11G063000" "(1 of 2) 2.6.1.11 - Acetylornithine transaminase / Succinylornithine aminotransferase" "turquoise"
"Manes.11G063100.v8.1" "Manes.11G063100" NA "turquoise"
"Manes.11G064500.v8.1" "Manes.11G064500" NA "turquoise"
"Manes.11G065100.v8.1" "Manes.11G065100" "(1 of 3) PTHR21596//PTHR21596:SF3 - RIBONUCLEASE P SUBUNIT P38 // F16A14.2-RELATED" "turquoise"
"Manes.11G060400.v8.1" "Manes.11G060400" "(1 of 2) KOG4455 - Uncharacterized conserved protein" "turquoise"
"Manes.11G065300.v8.1" "Manes.11G065300" "(1 of 3) K02951 - small subunit ribosomal protein S12e (RP-S12e, RPS12)" "turquoise"
"Manes.11G067300.v8.1" "Manes.11G067300" NA "turquoise"
"Manes.11G067700.v8.1" "Manes.11G067700" NA "turquoise"
"Manes.11G069100.v8.1" "Manes.11G069100" "(1 of 2) PTHR31150:SF5 - ZINC ION BINDING PROTEIN" "turquoise"
"Manes.11G069800.v8.1" "Manes.11G069800" NA "turquoise"
"Manes.11G070900.v8.1" "Manes.11G070900" "(1 of 1) PTHR24361//PTHR24361:SF159 - MITOGEN-ACTIVATED KINASE KINASE KINASE // SERINE/THREONINE-PROTEIN KINASE OSR1" "turquoise"
"Manes.11G071200.v8.1" "Manes.11G071200" "(1 of 8) PF12767 - Transcriptional regulator of RNA polII, SAGA, subunit (SAGA-Tad1)" "turquoise"
"Manes.11G071500.v8.1" "Manes.11G071500" "(1 of 3) KOG0651 - 26S proteasome regulatory complex, ATPase RPT4" "turquoise"
"Manes.11G074700.v8.1" "Manes.11G074700" "(1 of 3) PTHR24089//PTHR24089:SF294 - FAMILY NOT NAMED // CALCIUM-BINDING TRANSPORTER-LIKE PROTEIN" "turquoise"
"Manes.11G075100.v8.1" "Manes.11G075100" "(1 of 5) K00660 - chalcone synthase (CHS)" "turquoise"
"Manes.11G076700.v8.1" "Manes.11G076700" "(1 of 1) PTHR23091//PTHR23091:SF261 - N-TERMINAL ACETYLTRANSFERASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G076800.v8.1" "Manes.11G076800" NA "turquoise"
"Manes.11G079500.v8.1" "Manes.11G079500" NA "turquoise"
"Manes.11G079700.v8.1" "Manes.11G079700" NA "turquoise"
"Manes.11G080000.v8.1" "Manes.11G080000" NA "turquoise"
"Manes.11G080050.v8.1" "Manes.11G080050" "(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM)" "turquoise"
"Manes.11G083900.v8.1" "Manes.11G083900" NA "turquoise"
"Manes.11G083600.v8.1" "Manes.11G083600" "(1 of 1) PTHR13169//PTHR13169:SF1 - UBIQUITIN-LIKE PROTEIN 3  HCG-1 PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G083300.v8.1" "Manes.11G083300" "(1 of 2) PTHR31642:SF10 - ACYLTRANSFERASE-LIKE PROTEIN-RELATED" "turquoise"
"Manes.11G086800.v8.1" "Manes.11G086800" "(1 of 1) PTHR24220//PTHR24220:SF511 - FAMILY NOT NAMED // ABC TRANSPORTER I FAMILY MEMBER 11, CHLOROPLASTIC" "turquoise"
"Manes.11G086700.v8.1" "Manes.11G086700" "(1 of 1) K14566 - U3 small nucleolar RNA-associated protein 24 (UTP24, FCF1)" "turquoise"
"Manes.11G085900.v8.1" "Manes.11G085900" NA "turquoise"
"Manes.11G085700.v8.1" "Manes.11G085700" "(1 of 8) PTHR10743 - PROTEIN RER1" "turquoise"
"Manes.11G085500.v8.1" "Manes.11G085500" "(1 of 1) PTHR22572:SF111 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 3, CHLOROPLASTIC-RELATED" "turquoise"
"Manes.11G085400.v8.1" "Manes.11G085400" NA "turquoise"
"Manes.11G084300.v8.1" "Manes.11G084300" "(1 of 2) PTHR23070//PTHR23070:SF32 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G084500.v8.1" "Manes.11G084500" "(1 of 3) PTHR23324//PTHR23324:SF77 - SEC14 RELATED PROTEIN // PHOSPHATIDYLINOSITOL/PHOSPHATIDYLCHOLINE TRANSFER PROTEIN SFH1-RELATED" "turquoise"
"Manes.11G084700.v8.1" "Manes.11G084700" NA "turquoise"
"Manes.11G091600.v8.1" "Manes.11G091600" "(1 of 45) PF00097 - Zinc finger, C3HC4 type (RING finger) (zf-C3HC4)" "turquoise"
"Manes.11G082500.v8.1" "Manes.11G082500" "(1 of 2) PTHR10799//PTHR10799:SF611 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED // CHROMATIN REMODELING PROTEIN-RELATED" "turquoise"
"Manes.11G084185.v8.1" "Manes.11G084185" NA "turquoise"
"Manes.11G092040.v8.1" "Manes.11G092040" NA "turquoise"
"Manes.11G092400.v8.1" "Manes.11G092400" NA "turquoise"
"Manes.11G082000.v8.1" "Manes.11G082000" "(1 of 2) PTHR24115//PTHR24115:SF405 - FAMILY NOT NAMED // ATP BINDING MICROTUBULE MOTOR FAMILY PROTEIN" "turquoise"
"Manes.11G081900.v8.1" "Manes.11G081900" NA "turquoise"
"Manes.11G088413.v8.1" "Manes.11G088413" NA "turquoise"
"Manes.11G089700.v8.1" "Manes.11G089700" "(1 of 4) PTHR10585//PTHR10585:SF34 - ER LUMEN PROTEIN RETAINING RECEPTOR // ER LUMEN PROTEIN RETAINING RECEPTOR-LIKE PROTEIN" "turquoise"
"Manes.11G090400.v8.1" "Manes.11G090400" "(1 of 3) PTHR11071//PTHR11071:SF250 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G095200.v8.1" "Manes.11G095200" "(1 of 3) K03029 - 26S proteasome regulatory subunit N10 (PSMD4, RPN10)" "turquoise"
"Manes.11G094800.v8.1" "Manes.11G094800" NA "turquoise"
"Manes.11G097300.v8.1" "Manes.11G097300" "(1 of 4) PTHR13832:SF237 - PROTEIN PHOSPHATASE 2C 46-RELATED" "turquoise"
"Manes.11G097900.v8.1" "Manes.11G097900" "(1 of 2) K18752 - transportin-1 (TNPO1)" "turquoise"
"Manes.11G098100.v8.1" "Manes.11G098100" "(1 of 3) K11804 - WD repeat-containing protein 42A (WDR42A)" "turquoise"
"Manes.11G100750.v8.1" "Manes.11G100750" NA "turquoise"
"Manes.11G100400.v8.1" "Manes.11G100400" NA "turquoise"
"Manes.11G099400.v8.1" "Manes.11G099400" "(1 of 1) PTHR27001:SF20 - PROTEIN KINASE FAMILY PROTEIN" "turquoise"
"Manes.11G101700.v8.1" "Manes.11G101700" "(1 of 1) KOG0374//KOG0379 - Serine/threonine specific protein phosphatase PP1, catalytic subunit // Kelch repeat-containing proteins" "turquoise"
"Manes.11G101450.v8.1" "Manes.11G101450" NA "turquoise"
"Manes.11G101900.v8.1" "Manes.11G101900" "(1 of 1) PTHR24361//PTHR24361:SF326 - MITOGEN-ACTIVATED KINASE KINASE KINASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G102400.v8.1" "Manes.11G102400" "(1 of 3) PTHR12549:SF16 - HISTONE H3MK9 DEMETHYLASE" "turquoise"
"Manes.11G103600.v8.1" "Manes.11G103600" NA "turquoise"
"Manes.11G103700.v8.1" "Manes.11G103700" NA "turquoise"
"Manes.11G103750.v8.1" "Manes.11G103750" NA "turquoise"
"Manes.11G103800.v8.1" "Manes.11G103800" NA "turquoise"
"Manes.11G103900.v8.1" "Manes.11G103900" "(1 of 1) PTHR22763//PTHR22763:SF47 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G105000.v8.1" "Manes.11G105000" "(1 of 1) K14536 - ribosome assembly protein 1 (RIA1)" "turquoise"
"Manes.11G104500.v8.1" "Manes.11G104500" "(1 of 2) PTHR23002//PTHR23002:SF69 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G104300.v8.1" "Manes.11G104300" "(1 of 1) K08864 - tousled-like kinase [EC:2.7.11.1] (TLK)" "turquoise"
"Manes.11G106050.v8.1" "Manes.11G106050" "(1 of 2) PTHR31989//PTHR31989:SF2 - FAMILY NOT NAMED // NAC DOMAIN CONTAINING PROTEIN 36" "turquoise"
"Manes.11G106800.v8.1" "Manes.11G106800" NA "turquoise"
"Manes.11G107201.v8.1" "Manes.11G107201" "(1 of 1) PTHR23423//PTHR23423:SF23 - ORGANIC SOLUTE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G107300.v8.1" "Manes.11G107300" "(1 of 1) PTHR24296//PTHR24296:SF3 - FAMILY NOT NAMED // CYTOCHROME P450 86B1-RELATED" "turquoise"
"Manes.11G107501.v8.1" "Manes.11G107501" NA "turquoise"
"Manes.11G107600.v8.1" "Manes.11G107600" NA "turquoise"
"Manes.11G107800.v8.1" "Manes.11G107800" "(1 of 2) K12885 - heterogeneous nuclear ribonucleoprotein G (RBMX, HNRNPG)" "turquoise"
"Manes.11G108100.v8.1" "Manes.11G108100" NA "turquoise"
"Manes.11G108600.v8.1" "Manes.11G108600" "(1 of 3) K01872 - alanyl-tRNA synthetase (AARS, alaS)" "turquoise"
"Manes.11G108701.v8.1" "Manes.11G108701" NA "turquoise"
"Manes.11G109600.v8.1" "Manes.11G109600" "(1 of 1) K09499 - T-complex protein 1 subunit eta (CCT7)" "turquoise"
"Manes.11G110701.v8.1" "Manes.11G110701" "(1 of 3) K12385 - Niemann-Pick C1 protein (NPC1)" "turquoise"
"Manes.11G110800.v8.1" "Manes.11G110800" NA "turquoise"
"Manes.11G110900.v8.1" "Manes.11G110900" "(1 of 2) PTHR32002:SF3 - PROTEIN NLP1-RELATED" "turquoise"
"Manes.11G111100.v8.1" "Manes.11G111100" "(1 of 6) PTHR10343:SF51 - SNF1-RELATED PROTEIN KINASE REGULATORY SUBUNIT BETA-1" "turquoise"
"Manes.11G111400.v8.1" "Manes.11G111400" NA "turquoise"
"Manes.11G112200.v8.1" "Manes.11G112200" NA "turquoise"
"Manes.11G112300.v8.1" "Manes.11G112300" NA "turquoise"
"Manes.11G113100.v8.1" "Manes.11G113100" "(1 of 6) PTHR27001:SF1 - BRASSINOSTEROID INSENSITIVE 1-ASSOCIATED RECEPTOR KINASE 1-RELATED" "turquoise"
"Manes.11G115300.v8.1" "Manes.11G115300" "(1 of 1) PTHR14233//PTHR14233:SF16 - DUF914-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G115700.v8.1" "Manes.11G115700" "(1 of 1) PTHR13020:SF36 - EXPRESSED PROTEIN" "turquoise"
"Manes.11G116300.v8.1" "Manes.11G116300" "(1 of 50) 3.1.4.46 - Glycerophosphodiester phosphodiesterase / Glycerophosphoryl diester phosphodiesterase" "turquoise"
"Manes.11G117500.v8.1" "Manes.11G117500" "(1 of 1) PTHR11592//PTHR11592:SF33 - GLUTATHIONE PEROXIDASE // GLUTATHIONE PEROXIDASE 2-RELATED" "turquoise"
"Manes.11G120100.v8.1" "Manes.11G120100" "(1 of 4) PTHR10209:SF174 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED" "turquoise"
"Manes.11G120800.v8.1" "Manes.11G120800" "(1 of 1) K16196 - eukaryotic translation initiation factor 2-alpha kinase 4 (EIF2AK4)" "turquoise"
"Manes.11G121700.v8.1" "Manes.11G121700" "(1 of 4) PTHR31669:SF44 - FAR-RED IMPAIRED RESPONSIVE 1-LIKE PROTEIN" "turquoise"
"Manes.11G122816.v8.1" "Manes.11G122816" "(1 of 13) PTHR23155//PTHR23155:SF513 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.11G123600.v8.1" "Manes.11G123600" "(1 of 2) PTHR13690:SF80 - TRANSCRIPTION FACTOR POSF21-RELATED" "turquoise"
"Manes.11G125500.v8.1" "Manes.11G125500" NA "turquoise"
"Manes.11G126000.v8.1" "Manes.11G126000" NA "turquoise"
"Manes.11G127000.v8.1" "Manes.11G127000" "(1 of 1) PTHR32002//PTHR32002:SF7 - FAMILY NOT NAMED // PROTEIN NLP8-RELATED" "turquoise"
"Manes.11G127300.v8.1" "Manes.11G127300" NA "turquoise"
"Manes.11G127500.v8.1" "Manes.11G127500" "(1 of 1) K05288 - phosphatidylinositol glycan, class O (PIGO)" "turquoise"
"Manes.11G130500.v8.1" "Manes.11G130500" NA "turquoise"
"Manes.11G130400.v8.1" "Manes.11G130400" "(1 of 3) K03104 - signal recognition particle subunit SRP14 (SRP14)" "turquoise"
"Manes.11G129400.v8.1" "Manes.11G129400" NA "turquoise"
"Manes.11G130800.v8.1" "Manes.11G130800" NA "turquoise"
"Manes.11G132250.v8.1" "Manes.11G132250" NA "turquoise"
"Manes.11G134000.v8.1" "Manes.11G134000" "(1 of 2) PTHR24073//PTHR24073:SF541 - FAMILY NOT NAMED // RAS-RELATED PROTEIN RABE1A" "turquoise"
"Manes.11G134200.v8.1" "Manes.11G134200" NA "turquoise"
"Manes.11G136600.v8.1" "Manes.11G136600" "(1 of 2) K12605 - CCR4-NOT transcription complex subunit 2 (CNOT2, NOT2)" "turquoise"
"Manes.11G137000.v8.1" "Manes.11G137000" "(1 of 2) PTHR24093//PTHR24093:SF289 - FAMILY NOT NAMED // CALCIUM-TRANSPORTING ATPASE 1, ENDOPLASMIC RETICULUM-TYPE-RELATED" "turquoise"
"Manes.11G137500.v8.1" "Manes.11G137500" "(1 of 2) K11671 - nuclear factor related to kappa-B-binding protein (NFRKB, INO80G)" "turquoise"
"Manes.11G138500.v8.1" "Manes.11G138500" NA "turquoise"
"Manes.11G139102.v8.1" "Manes.11G139102" NA "turquoise"
"Manes.11G140700.v8.1" "Manes.11G140700" "(1 of 1) K15322 - tRNA-splicing endonuclease subunit Sen2 (TSEN2)" "turquoise"
"Manes.11G140800.v8.1" "Manes.11G140800" NA "turquoise"
"Manes.11G141000.v8.1" "Manes.11G141000" NA "turquoise"
"Manes.11G142000.v8.1" "Manes.11G142000" "(1 of 2) K02736 - 20S proteasome subunit beta 7 (PSMB4)" "turquoise"
"Manes.11G143800.v8.1" "Manes.11G143800" NA "turquoise"
"Manes.11G144700.v8.1" "Manes.11G144700" "(1 of 2) 1.17.7.1 - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) / 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase" "turquoise"
"Manes.11G145000.v8.1" "Manes.11G145000" "(1 of 52) K04733 - interleukin-1 receptor-associated kinase 4 (IRAK4)" "turquoise"
"Manes.11G146000.v8.1" "Manes.11G146000" "(1 of 8) PF08670 - MEKHLA domain (MEKHLA)" "turquoise"
"Manes.11G146200.v8.1" "Manes.11G146200" NA "turquoise"
"Manes.11G148750.v8.1" "Manes.11G148750" NA "turquoise"
"Manes.11G149200.v8.1" "Manes.11G149200" "(1 of 1) PF00118//PF13921 - TCP-1/cpn60 chaperonin family (Cpn60_TCP1) // Myb-like DNA-binding domain (Myb_DNA-bind_6)" "turquoise"
"Manes.11G149500.v8.1" "Manes.11G149500" NA "turquoise"
"Manes.11G149600.v8.1" "Manes.11G149600" NA "turquoise"
"Manes.11G151100.v8.1" "Manes.11G151100" NA "turquoise"
