"","gene_id","colors","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline","gene_metabolite"
"273","Manes.16G123800.v8.1","green","Manes.16G123800","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","carb","(1 of 1) PTHR12526//PTHR12526:SF404 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0005985 GO:0016157 GO:0046524","KOG0853","","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF404","sucrose phosphate synthase 2F","gene"
"274","Manes.16G128400.v8.1","pink","Manes.16G128400","PWY-1042; PWY-5464","glycolysis IV (plant cytosol); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle","metabolic process; oxidoreductase activity","carb","(1 of 1) PTHR11699//PTHR11699:SF176 - ALDEHYDE DEHYDROGENASE-RELATED // SUBFAMILY NOT NAMED","GO:0008152 GO:0016491 GO:0055114","","K00131","PF00171","PTHR11699 PTHR11699:SF176","aldehyde dehydrogenase 11A3","gene"
"275","Manes.16G135300.v8.1","yellow","Manes.16G135300","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","","carot","(1 of 1) PTHR10742:SF287 - PROTEIN GLF-1","","KOG0029","","PF13450","PTHR10742 PTHR10742:SF287","FAD/NAD(P)-binding oxidoreductase family protein","gene"
"276","Manes.17G038964.v8.1","darkred","Manes.17G038964","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","starch binding","carb","(1 of 3) PTHR12526//PTHR12526:SF341 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:2001070","","","PF00534 PF13579 PF16760","PTHR12526 PTHR12526:SF341","","gene"
"277","Manes.17G038908.v8.1","turquoise","Manes.17G038908","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","starch binding","carb","(1 of 1) PF08323//PF16760 - Starch synthase catalytic domain (Glyco_transf_5) // Starch/carbohydrate-binding module (family 53) (CBM53)","GO:2001070","","","PF08323 PF16760","PTHR12526 PTHR12526:SF341","","gene"
"278","Manes.17G049200.v8.1","turquoise","Manes.17G049200","PWY-7238","sucrose biosynthesis II","1,4-alpha-oligoglucan phosphorylase activity; carbohydrate metabolic process; glycogen phosphorylase activity; pyridoxal phosphate binding","carb","(1 of 1) PTHR11468//PTHR11468:SF3 - GLYCOGEN PHOSPHORYLASE // GLYCOGEN PHOSPHORYLASE","GO:0004645 GO:0005975 GO:0008184 GO:0030170","","K00688","PF00343","PTHR11468 PTHR11468:SF3","","gene"
"279","Manes.17G052300.v8.1","greenyellow","Manes.17G052300","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 3) PTHR11817//PTHR11817:SF5 - PYRUVATE KINASE // PYRUVATE KINASE-RELATED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF5","Pyruvate kinase family protein","gene"
"280","Manes.17G053600.v8.1","grey","Manes.17G053600","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","carb","(1 of 2) PTHR18968//PTHR18968:SF132 - THIAMINE PYROPHOSPHATE ENZYMES // SUBFAMILY NOT NAMED","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF132","","gene"
"281","Manes.17G071300.v8.1","red","Manes.17G071300","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","catalytic activity; metabolic process","carb","(1 of 2) PTHR11624:SF76 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA-2; CHLOROPLASTIC-RELATED","GO:0003824 GO:0008152","","K00162","PF02779 PF02780","PTHR11624 PTHR11624:SF76","Transketolase family protein","gene"
"282","Manes.17G081000.v8.1","lightgreen","Manes.17G081000","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","sucrose degradation II (sucrose synthase); glycogen biosynthesis I (from ADP-D-Glucose); sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; glucose and glucose-1-phosphate degradation; starch biosynthesis; D-galactose degradation V (Leloir pathway)","carbohydrate metabolic process; intramolecular phosphotransferase activity","carb","(1 of 2) PTHR22573//PTHR22573:SF47 - PHOSPHOHEXOMUTASE FAMILY MEMBER // PHOSPHOGLUCOMUTASE; CYTOPLASMIC 1-RELATED","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF47","Phosphoglucomutase/phosphomannomutase family protein","gene"
"283","Manes.17G098700.v8.1","greenyellow","Manes.17G098700","PWY-7560","methylerythritol phosphate pathway II","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; metal ion binding; dimethylallyl diphosphate biosynthetic process; 4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity","carot","(1 of 2) 1.17.1.2 - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase / HMBPP reductase","GO:0019288 GO:0046872 GO:0050992 GO:0051745","","K03527","PF02401","PTHR31619 PTHR31619:SF2","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","gene"
"284","Manes.17G107100.v8.1","blue","Manes.17G107100","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2","gene"
"285","Manes.17G108500.v8.1","yellow","Manes.17G108500","PWY-4302; PWY-5464; PWY-5690; PWY-561; PWY-7279; PWY-3781","aerobic respiration III (alternative oxidase pathway); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); superpathway of glyoxylate cycle and fatty acid degradation; aerobic respiration II (cytochrome c) (yeast); aerobic respiration I (cytochrome c)","tricarboxylic acid cycle; electron transfer activity; oxidoreductase activity; iron-sulfur cluster binding","carb","(1 of 3) K00235 - succinate dehydrogenase (ubiquinone) iron-sulfur subunit (SDHB; SDH2)","GO:0006099 GO:0009055 GO:0016491 GO:0051536 GO:0055114","KOG3049","K00235","PF13085 PF13534","PTHR11921 PTHR11921:SF29","succinate dehydrogenase 2-2","gene"
"286","Manes.18G001100.v8.1","grey","Manes.18G001100","PWY-5464; PWY-1042","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol)","6-phosphofructokinase activity; ATP binding; glycolytic process; diphosphate-fructose-6-phosphate 1-phosphotransferase activity","carb","(1 of 3) K00895 - pyrophosphate--fructose-6-phosphate 1-phosphotransferase (E2.7.1.90; pfk)","GO:0003872 GO:0005524 GO:0006096 GO:0047334","","K00895","PF00365","PTHR13697 PTHR13697:SF1","Phosphofructokinase family protein","gene"
"287","Manes.18G003300.v8.1","blue","Manes.18G003300","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","carb","(1 of 4) 1.2.1.12//1.2.1.13 - Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) / Triosephosphate dehydrogenase // Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating) / Triosephosphate dehydrogenase (NADP+)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K05298","PF00044 PF02672 PF02800","PTHR10836 PTHR10836:SF39","glyceraldehyde-3-phosphate dehydrogenase B subunit","gene"
"288","Manes.18G007380.v8.1","lightyellow","Manes.18G007380","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","carb","(1 of 1) PTHR11695//PTHR11695:SF490 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","GO:0008270 GO:0016491 GO:0055114","","K00121","PF00107 PF08240","PTHR11695 PTHR11695:SF490","Zinc-binding alcohol dehydrogenase family protein","gene"
"289","Manes.18G014000.v8.1","turquoise","Manes.18G014000","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 1) PTHR19443:SF5 - HEXOKINASE-LIKE 1 PROTEIN","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF5","hexokinase 3","gene"
"290","Manes.18G019650.v8.1","green","Manes.18G019650","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","carb","(1 of 1) PTHR22572//PTHR22572:SF110 - SUGAR-1-PHOSPHATE GUANYL TRANSFERASE // GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 2; CHLOROPLASTIC","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF110","ADPGLC-PPase large subunit","gene"
"291","Manes.18G022600.v8.1","cyan","Manes.18G022600","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","","carb","(1 of 2) PTHR10584//PTHR10584:SF153 - SUGAR KINASE // SUBFAMILY NOT NAMED","","KOG2854","","PF00294","PTHR10584 PTHR10584:SF153","pfkB-like carbohydrate kinase family protein","gene"
"292","Manes.18G027800.v8.1","cyan","Manes.18G027800","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation II (sucrose synthase); gluconeogenesis I; sucrose biosynthesis I (from photosynthesis); sucrose degradation III (sucrose invertase); sucrose biosynthesis II; GDP-mannose biosynthesis; glycolysis III (from glucose); starch biosynthesis; homolactic fermentation","glucose-6-phosphate isomerase activity; gluconeogenesis; glycolytic process","carb","(1 of 2) PTHR11469//PTHR11469:SF1 - GLUCOSE-6-PHOSPHATE ISOMERASE // GLUCOSE-6-PHOSPHATE ISOMERASE; CYTOSOLIC","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF1","Sugar isomerase (SIS) family protein","gene"
"293","Manes.18G054615.v8.1","green","Manes.18G054615","PWY66-399; PWY-7117; GLUCONEO-PWY; PWY-561","gluconeogenesis III; C4 photosynthetic carbon assimilation cycle, PEPCK type; gluconeogenesis I; superpathway of glyoxylate cycle and fatty acid degradation","phosphoenolpyruvate carboxykinase (ATP) activity; ATP binding; gluconeogenesis","carb","(1 of 3) 4.1.1.32 - Phosphoenolpyruvate carboxykinase (GTP) / Phosphopyruvate carboxylase","GO:0004612 GO:0005524 GO:0006094","","K01610","PF01293","PTHR30031 PTHR30031:SF4","phosphoenolpyruvate carboxykinase 1","gene"
"294","Manes.18G060600.v8.1","pink","Manes.18G060600","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation II (sucrose synthase); gluconeogenesis I; sucrose biosynthesis I (from photosynthesis); sucrose degradation III (sucrose invertase); sucrose biosynthesis II; GDP-mannose biosynthesis; glycolysis III (from glucose); starch biosynthesis; homolactic fermentation","glucose-6-phosphate isomerase activity; gluconeogenesis; glycolytic process","carb","(1 of 2) PTHR11469//PTHR11469:SF9 - GLUCOSE-6-PHOSPHATE ISOMERASE // GLUCOSE-6-PHOSPHATE ISOMERASE 1; CHLOROPLASTIC","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF9","phosphoglucose isomerase 1","gene"
"295","Manes.18G063352.v8.1","grey","Manes.18G063352","PWY-6724; PWY-622","starch degradation II; starch biosynthesis","catalytic activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; cation binding","carb","(1 of 1) PTHR10357//PTHR10357:SF74 - ALPHA-AMYLASE // ISOAMYLASE 3; CHLOROPLASTIC","GO:0003824 GO:0004553 GO:0005975 GO:0043169","","K01214","PF00128 PF02922","PTHR10357 PTHR10357:SF74","isoamylase 3","gene"
"296","Manes.18G069600.v8.1","grey","Manes.18G069600","PWY66-399; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; glycolysis III (from glucose); homolactic fermentation","phosphoglycerate mutase activity; glycolytic process; intramolecular phosphotransferase activity","carb","(1 of 2) K01834 - 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase (PGAM; gpmA)","GO:0004619 GO:0006096 GO:0016868","KOG0235","","PF00300","PTHR11931 PTHR11931:SF6","Phosphoglycerate mutase family protein","gene"
"297","Manes.18G083251.v8.1","grey","Manes.18G083251","PWY-4841; PWY-3821; PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343; UDPNACETYLGALSYN-PWY","UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol); D-galactose degradation III; sucrose degradation II (sucrose synthase); stachyose degradation; sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II","metabolic process; uridylyltransferase activity","carb","(1 of 1) 2.7.7.10 - UTP--hexose-1-phosphate uridylyltransferase / Galactose-1-phosphate uridylyltransferase","GO:0008152 GO:0070569","KOG2388","K12447","PF01704","PTHR11952 PTHR11952:SF9","UDP-sugar pyrophosphorylase","gene"
"298","Manes.18G086800.v8.1","darkturquoise","Manes.18G086800","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","carb","(1 of 3) K00001//K18857 - alcohol dehydrogenase (E1.1.1.1; adh) // alcohol dehydrogenase class-P (ADH1)","GO:0008270 GO:0016491 GO:0055114","","K00001 K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF432","","gene"
"299","Manes.18G087000.v8.1","grey","Manes.18G087000","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","carb","(1 of 6) K18857 - alcohol dehydrogenase class-P (ADH1)","GO:0008270 GO:0016491 GO:0055114","","K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF432","","gene"
"300","Manes.18G087401.v8.1","cyan","Manes.18G087401","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","carb","(1 of 3) PTHR11695//PTHR11695:SF576 - ALCOHOL DEHYDROGENASE RELATED // ALCOHOL DEHYDROGENASE CLASS-P","GO:0008270 GO:0016491 GO:0055114","","K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF576","alcohol dehydrogenase 1","gene"
"301","Manes.18G100100.v8.1","grey","Manes.18G100100","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","metabolic process; acyltransferase activity","carb","(1 of 3) PTHR23151//PTHR23151:SF61 - DIHYDROLIPOAMIDE ACETYL/SUCCINYL-TRANSFERASE-RELATED // SUBFAMILY NOT NAMED","GO:0008152 GO:0016746","KOG0557","","PF00198 PF00364","PTHR23151 PTHR23151:SF61","2-oxoacid dehydrogenases acyltransferase family protein","gene"
"302","Manes.18G103000.v8.1","black","Manes.18G103000","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","endo-alpha-N-acetylgalactosaminidase activity","carb","(1 of 2) PTHR31916:SF3 - ALKALINE/NEUTRAL INVERTASE CINV1-RELATED","GO:0033926","","","PF12899","PTHR31916 PTHR31916:SF3","cytosolic invertase 2","gene"
"303","Manes.18G141800.v8.1","turquoise","Manes.18G141800","PWY66-423","fructose 2,6-bisphosphate biosynthesis","catalytic activity; 6-phosphofructo-2-kinase activity; ATP binding; fructose metabolic process; fructose 2,6-bisphosphate metabolic process; starch binding","carb","(1 of 1) 2.7.1.105//3.1.3.46 - 6-phosphofructo-2-kinase / Phosphofructokinase 2 // Fructose-2;6-bisphosphate 2-phosphatase / Fructose-2;6-bisphosphatase","GO:0003824 GO:0003873 GO:0005524 GO:0006000 GO:0006003 GO:2001070","KOG0234","K01103","PF00300 PF00686 PF01591","PTHR10606 PTHR10606:SF44","fructose-2,6-bisphosphatase","gene"
"304","Phytoene","purple","Phytoene",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"305","Phytofluene","purple","Phytofluene",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"306","Zeta.Carotene","purple","Zeta.Carotene",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"307","Violaxanthin.peak.1","grey","Violaxanthin.peak.1",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"308","Violaxanthin.peak.2","darkturquoise","Violaxanthin.peak.2",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"309","Lutein","blue","Lutein",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"310","total_carotenoids","purple","total_carotenoids",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"311","Beta.Carotene","purple","Beta.Carotene",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"312","total_violaxanthin","grey","total_violaxanthin",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"313","percent_bcarotene","grey","percent_bcarotene",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"314","percent_ciscarotenes","blue","percent_ciscarotenes",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"315","ratio_cis_bc","blue","ratio_cis_bc",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"316","ratio_viola_bc","purple","ratio_viola_bc",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"317","i_o_diff_TC","grey","i_o_diff_TC",NA,NA,NA,"carot",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"318","dry_matter","grey","dry_matter",NA,NA,NA,"carb",NA,NA,NA,NA,NA,NA,NA,"metabolite"
"319","i_o_diff_DM","grey","i_o_diff_DM",NA,NA,NA,"carb",NA,NA,NA,NA,NA,NA,NA,"metabolite"
