"","gene_id","colors","locusName","Pathways","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"473","Manes.10G097600.v8.1","salmon","Manes.10G097600","PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; CALVIN-PWY; SUCSYN-PWY","carb","(1 of 1) PTHR11556//PTHR11556:SF12 - FRUCTOSE-1;6-BISPHOSPHATASE-RELATED // SUBFAMILY NOT NAMED","GO:0005975 GO:0042132 GO:0042578","KOG1458","K03841","PF00316","PTHR11556 PTHR11556:SF12","Inositol monophosphatase family protein"
"474","Manes.10G110300.v8.1","saddlebrown","Manes.10G110300","","carb","(1 of 2) PTHR11452//PTHR11452:SF18 - ALPHA-GALACTOSIDASE/ALPHA-N-ACETYLGALACTOSAMINIDASE // ALPHA-GALACTOSIDASE 1","GO:0004553 GO:0005975","KOG2366","K07407","PF16499","PTHR11452 PTHR11452:SF18",""
"475","Manes.10G121900.v8.1","darkolivegreen","Manes.10G121900","","carb","(1 of 1) K11718 - UDP-glucose:glycoprotein glucosyltransferase (HUGT)","GO:0003980 GO:0006486 GO:0016757","","K11718","PF01501 PF06427","PTHR11226 PTHR11226:SF0","UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups"
"476","Manes.10G142600.v8.1","lightcoral","Manes.10G142600","PWY-1001","carb","(1 of 1) PTHR13301//PTHR13301:SF61 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","","K10999","PF13632 PF14569","PTHR13301 PTHR13301:SF61","Cellulose synthase family protein"
"477","Manes.10G144100.v8.1","blue","Manes.10G144100","","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
"478","Manes.10G144600.v8.1","red","Manes.10G144600","","carb","(1 of 1) PTHR31407//PTHR31407:SF20 - FAMILY NOT NAMED // THYLAKOID LUMENAL 19 KDA PROTEIN; CHLOROPLASTIC","GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898","","","PF01789","PTHR31407 PTHR31407:SF20","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"479","Manes.10G149300.v8.1","paleturquoise","Manes.10G149300","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
"480","Manes.10G149400.v8.1","paleturquoise","Manes.10G149400","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
"481","Manes.10G147600.v8.1","green3","Manes.10G147600","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353","beta glucosidase 17"
"482","Manes.10G149325.v8.1","saddlebrown","Manes.10G149325","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 8) PTHR10353//PTHR10353:SF81 - GLYCOSYL HYDROLASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF81","beta glucosidase 15"
"483","Manes.10G149900.v8.1","darkgrey","Manes.10G149900","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 1) PF00232//PF04438 - Glycosyl hydrolase family 1 (Glyco_hydro_1) // HIT zinc finger (zf-HIT)","GO:0004553 GO:0005975","","K01188","PF00232 PF04438","PTHR10353 PTHR10353:SF81","beta glucosidase 15"
"484","Manes.10G151600.v8.1","turquoise","Manes.10G151600","PWY-6773","carb","(1 of 3) PTHR12741:SF21 - CALLOSE SYNTHASE 3","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","K11000","PF02364 PF04652 PF14288","PTHR12741 PTHR12741:SF21","callose synthase 1"
"485","Manes.10G153600.v8.1","navajowhite1","Manes.10G153600","PWY-6902","carb","(1 of 2) PTHR22600//PTHR22600:SF14 - BETA-HEXOSAMINIDASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0004563 GO:0005975","","K12373","PF00728 PF14845","PTHR22600 PTHR22600:SF14","beta-hexosaminidase 2"
"486","Manes.11G001800.v8.1","darkslateblue","Manes.11G001800","PWY-7411; PWY-6118","carb","(1 of 5) 1.1.1.8 - Glycerol-3-phosphate dehydrogenase (NAD(+)) / NADH-dihydroxyacetone phosphate reductase","GO:0004367 GO:0005975 GO:0006072 GO:0009331 GO:0016616 GO:0046168 GO:0051287 GO:0055114","KOG2711","K00006","PF01210 PF07479","PTHR11728 PTHR11728:SF17",""
"487","Manes.11G012500.v8.1","mediumpurple","Manes.11G012500","PWY-1081","carb","(1 of 3) PTHR31707//PTHR31707:SF55 - FAMILY NOT NAMED // PECTINESTERASE 2-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095 PF04043","PTHR31707 PTHR31707:SF55","pectin methylesterase 3"
"488","Manes.11G012600.v8.1","magenta","Manes.11G012600","PWY-1081","carb","(1 of 3) PTHR31707//PTHR31707:SF42 - FAMILY NOT NAMED // PECTINESTERASE 1-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","","PF01095 PF04043","PTHR31707 PTHR31707:SF42","pectin methylesterase 1"
"489","Manes.11G025400.v8.1","cyan","Manes.11G025400","PWY66-373; PWY-621","carb","(1 of 2) PTHR31953//PTHR31953:SF16 - FAMILY NOT NAMED // BETA-FRUCTOFURANOSIDASE; INSOLUBLE ISOENZYME CWINV1-RELATED","GO:0004553 GO:0005975","","K01193","PF00251 PF08244","PTHR31953 PTHR31953:SF16","Glycosyl hydrolases family 32 protein"
"490","Manes.11G025700.v8.1","mistyrose","Manes.11G025700","","carb","(1 of 1) K12309 - beta-galactosidase (GLB1; ELNR1)","GO:0004553 GO:0004565 GO:0005975","","K12309","PF01301 PF13364","PTHR23421 PTHR23421:SF13","beta-galactosidase 17"
"491","Manes.11G026900.v8.1","brown","Manes.11G026900","","carb","(1 of 5) PTHR23421//PTHR23421:SF74 - BETA-GALACTOSIDASE RELATED // BETA-GALACTOSIDASE 1","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF74","beta galactosidase 1"
"492","Manes.11G030400.v8.1","antiquewhite1","Manes.11G030400","PWY-4841","carb","(1 of 3) 1.13.99.1 - Inositol oxygenase / Myo-inositol oxygenase","GO:0005506 GO:0005737 GO:0019310 GO:0050113 GO:0055114","KOG1573","K00469","PF05153","PTHR12588 PTHR12588:SF1","myo-inositol oxygenase 1"
"493","Manes.11G034000.v8.1","brown","Manes.11G034000","PWY-7117; GLUCONEO-PWY; PWY-241","carb","(1 of 4) 1.1.1.40 - Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) / Pyruvic-malic carboxylase","GO:0004470 GO:0004471 GO:0006108 GO:0051287 GO:0055114","","K00029","PF00390 PF03949","PTHR23406 PTHR23406:SF11","NADP-malic enzyme 4"
"494","Manes.11G038100.v8.1","purple","Manes.11G038100","","carb","(1 of 2) K02695 - photosystem I subunit VI (psaH)","GO:0009522 GO:0009538 GO:0015979","","K02695","PF03244","PTHR34787 PTHR34787:SF1","photosystem I subunit H-1"
"495","Manes.11G053700.v8.1","skyblue3","Manes.11G053700","PWY-1081","carb","(1 of 225) 3.2.1.15 - Polygalacturonase / Pectinase","GO:0004650 GO:0005975","","","PF00295","PTHR31375 PTHR31375:SF4","Pectin lyase-like superfamily protein"
"496","Manes.11G056300.v8.1","blue2","Manes.11G056300","","carb","(1 of 3) PTHR32227//PTHR32227:SF129 - FAMILY NOT NAMED // GLYCOSYL HYDROLASE SUPERFAMILY PROTEIN","GO:0004553 GO:0005975","","","PF00332","PTHR32227 PTHR32227:SF129","Glycosyl hydrolase superfamily protein"
"497","Manes.11G060600.v8.1","turquoise","Manes.11G060600","PWY-4261","carb","(1 of 1) K00864 - glycerol kinase (glpK; GK)","GO:0004370 GO:0005975 GO:0006072 GO:0016773","","K00864","PF00370 PF02782","PTHR10196 PTHR10196:SF69","Actin-like ATPase superfamily protein"
"498","Manes.11G069000.v8.1","purple","Manes.11G069000","","carb","(1 of 1) K05287 - phosphatidylinositol glycan; class F (PIGF)","GO:0005789 GO:0006506 GO:0016021","","K05287","PF06699","PTHR24320","(1 of 1) PF06699 - GPI biosynthesis protein family Pig-F (PIG-F)"
"499","Manes.11G076900.v8.1","turquoise","Manes.11G076900","","carb","(1 of 1) PTHR11607//PTHR11607:SF36 - ALPHA-MANNOSIDASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0004559 GO:0005975 GO:0006013 GO:0008270 GO:0015923","","K01191","PF01074 PF07748 PF09261","PTHR11607 PTHR11607:SF36","Glycosyl hydrolase family 38 protein"
"500","Manes.11G077300.v8.1","mediumpurple3","Manes.11G077300","PWY-695","carot","(1 of 1) PTHR24322:SF547 - ALCOHOL DEHYDROGENASE-LIKE PROTEIN","GO:0008152 GO:0008667 GO:0016491 GO:0019290 GO:0055114","KOG0725","","PF13561","PTHR24322 PTHR24322:SF547","NAD(P)-binding Rossmann-fold superfamily protein"
"501","Manes.11G085500.v8.1","blue","Manes.11G085500","GLYCOGENSYNTH-PWY; PWY-622","carb","(1 of 1) PTHR22572:SF111 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 3; CHLOROPLASTIC-RELATED","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF111","Glucose-1-phosphate adenylyltransferase family protein"
"502","Manes.11G092800.v8.1","darkviolet","Manes.11G092800","","carb","(1 of 1) PTHR22298:SF29 - ENDOGLUCANASE 22-RELATED","GO:0004553 GO:0005975","","K01179","PF00759","PTHR22298 PTHR22298:SF29","glycosyl hydrolase 9B18"
"503","Manes.11G089900.v8.1","sienna3","Manes.11G089900","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 2) PTHR21139:SF7 - TRIOSEPHOSPHATE ISOMERASE; CHLOROPLASTIC","GO:0004807 GO:0008152","KOG1643","K01803","PF00121","PTHR21139 PTHR21139:SF7","triosephosphate isomerase"
"504","Manes.11G095700.v8.1","brown","Manes.11G095700","","carb","(1 of 1) PTHR31490:SF3 - GLYCOSYL HYDROLASE FAMILY 10 PROTEIN","GO:0004553 GO:0005975","","","PF00331","PTHR31490 PTHR31490:SF3","Glycosyl hydrolase family 10 protein"
"505","Manes.11G098400.v8.1","salmon4","Manes.11G098400","PWY-5910; PWY-5120","carot","(1 of 1) PTHR12001:SF41 - HETERODIMERIC GERANYLGERANYL PYROPHOSPHATE SYNTHASE SMALL SUBUNIT; CHLOROPLASTIC","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF41","geranylgeranyl reductase"
"506","Manes.11G105100.v8.1","palevioletred","Manes.11G105100","","carb","(1 of 1) PTHR30620//PTHR30620:SF51 - PERIPLASMIC BETA-GLUCOSIDASE-RELATED // BETA-D-GLUCAN EXOHYDROLASE-LIKE PROTEIN-RELATED","GO:0004553 GO:0005975","","K01188 K05349","PF00933 PF01915","PTHR30620 PTHR30620:SF51","Glycosyl hydrolase family protein"
"507","Manes.11G110000.v8.1","grey","Manes.11G110000","PWY-7426","carb","(1 of 1) 2.4.1.101 - Alpha-1;3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase / 1;2-N-acetylglucosaminyltransferase","GO:0006486 GO:0008375","KOG1413","K00726","PF03071","PTHR10468 PTHR10468:SF0","alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase, putative"
"508","Manes.11G115200.v8.1","red","Manes.11G115200","","carb","(1 of 3) PTHR31062:SF20 - XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 14-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF20",""
"509","Manes.11G116200.v8.1","bisque4","Manes.11G116200","","carb","(1 of 3) PTHR10231//PTHR10231:SF25 - NUCLEOTIDE-SUGAR TRANSMEMBRANE TRANSPORTER // UDP-SUGAR TRANSPORTER PROTEIN SLC35A4-RELATED","GO:0000139 GO:0005351 GO:0008643 GO:0016021","KOG2234","","PF04142","PTHR10231 PTHR10231:SF25","Nucleotide-sugar transporter family protein"
"510","Manes.11G121800.v8.1","grey60","Manes.11G121800","PWY-4101; PWY-3801; PWY-621","carb","(1 of 2) PTHR10584//PTHR10584:SF168 - SUGAR KINASE // F14I3.3 PROTEIN-RELATED","GO:0004747 GO:0006014","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF168","pfkB-like carbohydrate kinase family protein"
"511","Manes.11G132500.v8.1","grey","Manes.11G132500","PWY-4821","carb","(1 of 3) PTHR10366//PTHR10366:SF323 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED","GO:0003854 GO:0006694 GO:0016616 GO:0055114","","K08678","PF01073","PTHR10366 PTHR10366:SF323","UDP-XYL synthase 6"
"512","Manes.11G143900.v8.1","grey60","Manes.11G143900","","carb","(1 of 2) PTHR23421//PTHR23421:SF58 - BETA-GALACTOSIDASE RELATED // BETA-GALACTOSIDASE 8","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF58","beta-galactosidase 8"
"513","Manes.11G144700.v8.1","blue","Manes.11G144700","PWY-7560","carot","(1 of 2) 1.17.7.1 - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) / 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","GO:0005506 GO:0008299 GO:0016114 GO:0046429 GO:0055114","","K03526","PF04551","PTHR30454 PTHR30454:SF0","4-hydroxy-3-methylbut-2-enyl diphosphate synthase"
"514","Manes.11G151500.v8.1","darkmagenta","Manes.11G151500","","carb","(1 of 38) K08235 - xyloglucan:xyloglucosyl transferase (E2.4.1.207)","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF18","xyloglucan endo-transglycosylase-related 8"
"515","Manes.11G155500.v8.1","red","Manes.11G155500","PWY-4821","carb","(1 of 2) K12449 - UDP-apiose/xylose synthase (AXS)","GO:0003854 GO:0006694 GO:0016616 GO:0055114","KOG1429","K12449","PF01073","PTHR10366 PTHR10366:SF348","UDP-D-apiose/UDP-D-xylose synthase 2"
"516","Manes.11G160800.v8.1","greenyellow","Manes.11G160800","","carb","(1 of 4) 2.4.99.4 - Beta-galactoside alpha-2;3-sialyltransferase / CMP-N-acetylneuraminate-beta-galactosamide-alpha-2;3-sialyltransferase","GO:0006486 GO:0008373","","","PF00777","PTHR13713 PTHR13713:SF54","Glycosyltransferase family 29 (sialyltransferase) family protein"
"517","Manes.11G162000.v8.1","black","Manes.11G162000","","carb","(1 of 1) PTHR32227:SF70 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 14","GO:0004553 GO:0005975","","","PF00332","PTHR32227 PTHR32227:SF70","Glycosyl hydrolase superfamily protein"
"518","Manes.11G163700.v8.1","green","Manes.11G163700","PWY-6809; PWY-695","carot","(1 of 1) K14593 - capsanthin/capsorubin synthase (CCS1)","GO:0016117 GO:0016705","","K14593","PF05834","PTHR13789 PTHR13789:SF203",""
"519","Manes.12G000500.v8.1","skyblue","Manes.12G000500","PWY-6902","carb","(1 of 1) PTHR22600//PTHR22600:SF18 - BETA-HEXOSAMINIDASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0004563 GO:0005975","KOG2499","K12373","PF00728 PF14845","PTHR22600 PTHR22600:SF18","beta-hexosaminidase 3"
"520","Manes.12G001200.v8.1","white","Manes.12G001200","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","carb","(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975 GO:0008422 GO:0030245","","K01188","PF00232","PTHR10353","beta glucosidase 42"
"521","Manes.12G001900.v8.1","skyblue","Manes.12G001900","","carb","(1 of 3) PTHR10231:SF25 - UDP-SUGAR TRANSPORTER PROTEIN SLC35A4-RELATED","GO:0000139 GO:0005351 GO:0008643 GO:0016021","KOG2234","","PF04142","PTHR10231 PTHR10231:SF25",""
"522","Manes.12G004200.v8.1","turquoise","Manes.12G004200","UDPNACETYLGALSYN-PWY","carb","(1 of 1) K00820 - glucosamine--fructose-6-phosphate aminotransferase (isomerizing) (glmS; GFPT)","GO:0004360 GO:0005975 GO:0030246 GO:1901137","","K00820","PF01380 PF13522","PTHR10937 PTHR10937:SF0","glutamine-fructose-6-phosphate transaminase (isomerizing)s;sugar binding;transaminases"
"523","Manes.12G005500.v8.1","turquoise","Manes.12G005500","PWY-922; PWY-5910; PWY-6859; PWY-7560; PWY-5123","carot","(1 of 2) 5.3.3.2 - Isopentenyl-diphosphate Delta-isomerase / Methylbutenylpyrophosphate isomerase","GO:0004452 GO:0008299 GO:0016787","KOG0142","K01823","PF00293","PTHR10885 PTHR10885:SF4","isopentenyl diphosphate isomerase 1"
"524","Manes.12G007900.v8.1","blue","Manes.12G007900","PENTOSE-P-PWY; OXIDATIVEPENT-PWY","carb","(1 of 2) PTHR23429//PTHR23429:SF3 - GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE  G6PD // GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE 2; CHLOROPLASTIC-RELATED","GO:0004345 GO:0006006 GO:0050661 GO:0055114","","K00036","PF00479 PF02781","PTHR23429 PTHR23429:SF3","glucose-6-phosphate dehydrogenase 2"
"525","Manes.12G015500.v8.1","lightsteelblue1","Manes.12G015500","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 1) PTHR10836//PTHR10836:SF44//PTHR10836:SF59 - GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE // SUBFAMILY NOT NAMED // GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE GAPC1; CYTOSOLIC","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2"
"526","Manes.12G022200.v8.1","green","Manes.12G022200","PWY-7426","carb","(1 of 2) PTHR12224//PTHR12224:SF2 - BETA-1;4-MANNOSYL-GLYCOPROTEIN BETA-1;4-N-ACETYLGLUCOSAMINYL-TRANSFERASE // SUBFAMILY NOT NAMED","GO:0003830 GO:0006487 GO:0016020","","K00737","PF04724","PTHR12224 PTHR12224:SF2","beta-1,4-N-acetylglucosaminyltransferase family protein"
"527","Manes.12G024200.v8.1","lightyellow","Manes.12G024200","PWY0-662","carb","(1 of 1) PTHR10210//PTHR10210:SF45 - RIBOSE-PHOSPHATE PYROPHOSPHOKINASE // RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 3; CHLOROPLASTIC","GO:0009116","KOG1448","","PF00156 PF13793","PTHR10210 PTHR10210:SF45","phosphoribosyl pyrophosphate (PRPP) synthase 3"
"528","Manes.12G027100.v8.1","lightgreen","Manes.12G027100","PWY-1081","carb","(1 of 2) PTHR31375//PTHR31375:SF46 - FAMILY NOT NAMED // PECTIN LYASE-LIKE PROTEIN","GO:0004650 GO:0005975","","","PF00295","PTHR31375 PTHR31375:SF46","Pectin lyase-like superfamily protein"
"529","Manes.12G030000.v8.1","mediumorchid","Manes.12G030000","","carb","(1 of 1) PTHR31062:SF25 - XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 33-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF25","xyloglucan:xyloglucosyl transferase 33"
"530","Manes.12G033300.v8.1","darkolivegreen","Manes.12G033300","PWY-1269","carb","(1 of 1) 5.3.1.13 - Arabinose-5-phosphate isomerase / Phosphoarabinoisomerase","GO:0005975 GO:0016853 GO:0030246","","K06041","PF00571 PF01380","PTHR11911 PTHR11911:SF62","Sugar isomerase (SIS) family protein"
"531","Manes.12G033700.v8.1","lightsteelblue1","Manes.12G033700","MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","carb","(1 of 2) K12667 - oligosaccharyltransferase complex subunit delta (ribophorin II) (SWP1; RPN2)","GO:0006487 GO:0008250 GO:0016021","KOG2447","K12667","PF05817","PTHR12640","ribophorin II (RPN2) family protein"
"532","Manes.12G039500.v8.1","lavenderblush1","Manes.12G039500","PWY66-373","carb","(1 of 1) 2.7.1.3 - Ketohexokinase / Hepatic fructokinase","GO:0004747 GO:0006014","KOG2947","","PF00294","PTHR10584 PTHR10584:SF190","pfkB-like carbohydrate kinase family protein"
"533","Manes.12G043100.v8.1","orangered1","Manes.12G043100","PWY-7346; PWY-4821; PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","carb","(1 of 1) 1.1.1.1//1.1.1.22 - Alcohol dehydrogenase / Aldehyde reductase // UDP-glucose 6-dehydrogenase","GO:0008270 GO:0016491 GO:0055114","","K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF432",""
"534","Manes.12G047800.v8.1","coral4","Manes.12G047800","PWY-1061","carb","(1 of 2) PTHR32116:SF19 - GALACTURONOSYLTRANSFERASE 8","GO:0016757 GO:0047262","","","PF01501","PTHR32116 PTHR32116:SF19",""
"535","Manes.12G050400.v8.1","plum1","Manes.12G050400","","carb","(1 of 2) PTHR32227//PTHR32227:SF65 - FAMILY NOT NAMED // O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF65","O-Glycosyl hydrolases family 17 protein"
"536","Manes.12G065800.v8.1","steelblue","Manes.12G065800","PWY-7426","carb","(1 of 1) 2.4.1.143 - Alpha-1;6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase / 1->6-acetylglucosaminyltransferase","GO:0005795 GO:0008455 GO:0009312 GO:0016021","KOG2791","K00736","PF05060","PTHR12871 PTHR12871:SF0","beta-1,2-N-acetylglucosaminyltransferase II"
"537","Manes.12G067900.v8.1","blue","Manes.12G067900","GLYCOGENSYNTH-PWY; PWY-622","carb","(1 of 2) PTHR22572:SF101 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE SMALL SUBUNIT; CHLOROPLASTIC","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF101","ADP glucose pyrophosphorylase  1"
"538","Manes.12G069700.v8.1","lightgreen","Manes.12G069700","","carb","(1 of 3) PTHR32227//PTHR32227:SF116 - FAMILY NOT NAMED // O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF116","O-Glycosyl hydrolases family 17 protein"
"539","Manes.12G070600.v8.1","violet","Manes.12G070600","","carb","(1 of 2) PTHR22298//PTHR22298:SF59 - ENDO-1;4-BETA-GLUCANASE // ENDOGLUCANASE 11","GO:0004553 GO:0005975","","","PF00759","PTHR22298 PTHR22298:SF59","glycosyl hydrolase 9B8"
"540","Manes.12G071600.v8.1","salmon4","Manes.12G071600","CAROTENOID-PWY; PWY-5947; PWY-5943","carot","(1 of 2) 5.5.1.19 - Lycopene beta-cyclase","GO:0016117 GO:0016705","","","PF05834","PTHR32098 PTHR32098:SF5","Lycopene beta/epsilon cyclase protein"
"541","Manes.12G074300.v8.1","magenta","Manes.12G074300","","carb","(1 of 4) PTHR11214:SF5 - BETA-1;3-GALACTOSYLTRANSFERASE 2-RELATED","GO:0006486 GO:0008378 GO:0016020","KOG2288","","PF01762 PF13334","PTHR11214 PTHR11214:SF5","Galactosyltransferase family protein"
"542","Manes.12G076800.v8.1","grey60","Manes.12G076800","","carb","(1 of 1) PTHR31062:SF11 - XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 9","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF11","xyloglucan endotransglucosylase/hydrolase 9"
"543","Manes.12G089066.v8.1","green","Manes.12G089066","","carb","(1 of 2) PTHR27007:SF9 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE VII.1-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0030246","KOG1187","","PF00069 PF00139","PTHR27007 PTHR27007:SF9",""
"544","Manes.12G089180.v8.1","greenyellow","Manes.12G089180","","carb","(1 of 2) PTHR31451//PTHR31451:SF1 - FAMILY NOT NAMED // MANNAN ENDO-1;4-BETA-MANNOSIDASE 2-RELATED","GO:0004553 GO:0005975","","K19355","PF00150","PTHR31451 PTHR31451:SF1","Glycosyl hydrolase superfamily protein"
"545","Manes.12G090054.v8.1","white","Manes.12G090054","MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","carb","(1 of 2) K12668 - oligosaccharyltransferase complex subunit epsilon (OST2; DAD1)","GO:0004579 GO:0008250 GO:0016021","KOG1746","K12668","PF02109","PTHR10705 PTHR10705:SF0","Defender against death (DAD family) protein"
"546","Manes.12G098600.v8.1","turquoise","Manes.12G098600","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123; PWY-5120","carot","(1 of 1) 2.5.1.1//2.5.1.10//2.5.1.29 - Dimethylallyltranstransferase / Prenyltransferase // (2E;6E)-farnesyl diphosphate synthase / Geranyltranstransferase // Geranylgeranyl diphosphate synthase / Geranylgeranyl-PP synthetase","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF52","geranylgeranyl pyrophosphate synthase 1"
