"","locusName","Description","class","Pathways","Pathways_Desc","GODescription","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"225","Manes.14G107800","(1 of 1) PTHR12526:SF296 - SUCROSE SYNTHASE 6","carbohydrate","PWY-3801","sucrose degradation II (sucrose synthase)","sucrose metabolic process; sucrose synthase activity","GO:0005985 GO:0016157","KOG0853","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF296","sucrose synthase 6"
"226","Manes.14G108900","(1 of 2) PTHR11627//PTHR11627:SF8 - FRUCTOSE-BISPHOSPHATE ALDOLASE // FRUCTOSE-BISPHOSPHATE ALDOLASE 3, CHLOROPLASTIC-RELATED","carbohydrate","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627 PTHR11627:SF8","Aldolase superfamily protein"
"227","Manes.14G112200","(1 of 2) 1.2.1.9 - Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) / Triosephosphate dehydrogenase","carbohydrate","PWY-5464; PWY-1042","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol)","metabolic process; oxidoreductase activity","GO:0008152 GO:0016491 GO:0055114","","K00131","PF00171","PTHR11699 PTHR11699:SF29","aldehyde dehydrogenase 11A3"
"228","Manes.14G117000","(1 of 1) PTHR12526//PTHR12526:SF334 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","GO:0005985 GO:0016157 GO:0046524","KOG0853","K00696","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF334","sucrose phosphate synthase 1F"
"229","Manes.14G122700","(1 of 11) 3.2.1.2 - Beta-amylase / Saccharogen amylase","carbohydrate","PWY-6724","starch degradation II","","","","","PF05687","PTHR31506 PTHR31506:SF4",""
"230","Manes.14G123700","(1 of 2) KOG1794 - N-Acetylglucosamine kinase","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","arginine binding; protein complex oligomerization","","KOG1794","","PF01869","PTHR12862 PTHR12862:SF6","Actin-like ATPase superfamily protein"
"231","Manes.14G150200","(1 of 1) PTHR12169:SF6 - LACTATION ELEVATED PROTEIN 1","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","ATP binding","GO:0005524","","","PF03969","PTHR12169 PTHR12169:SF6","AFG1-like ATPase family protein"
"232","Manes.15G001800","(1 of 2) 2.7.1.6//5.1.3.2 - Galactokinase // UDP-glucose 4-epimerase / Uridine diphospho-galactose-4-epimerase","carbohydrate","PWY-3821; PWY-6527; PWY66-422; PWY-7344","D-galactose degradation III; stachyose degradation; D-galactose degradation V (Leloir pathway); UDP-D-galactose biosynthesis","galactokinase activity; ATP binding; cytoplasm; galactose metabolic process; metabolic process; kinase activity; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0004335 GO:0005524 GO:0005737 GO:0006012 GO:0008152 GO:0016301 GO:0016773 GO:0046835","KOG0631","K18674","PF00288 PF08544 PF10509","PTHR10457 PTHR10457:SF7","Mevalonate/galactokinase family protein"
"233","Manes.15G005700","(1 of 3) 1.8.1.4 - Dihydrolipoyl dehydrogenase / Lipoyl dehydrogenase","carbohydrate","PWY-5173; PWY-5464; PWY-5046; PWY-5084; PYRUVDEHYD-PWY; GLYCLEAV-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; 2-oxoisovalerate decarboxylation to isobutanoyl-CoA; 2-oxoglutarate decarboxylation to succinyl-CoA; pyruvate decarboxylation to acetyl CoA; glycine cleavage","tRNA processing; oxidoreductase activity; cell redox homeostasis; flavin adenine dinucleotide binding","GO:0008033 GO:0016491 GO:0045454 GO:0050660 GO:0055114","","K00382","PF00070 PF01134 PF02852","PTHR22912 PTHR22912:SF165","lipoamide dehydrogenase 1"
"234","Manes.15G025400","(1 of 2) PTHR22572:SF119 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 1, CHLOROPLASTIC","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF119","ADP glucose pyrophosphorylase large subunit 1"
"235","Manes.15G034400","(1 of 2) PTHR11817//PTHR11817:SF14 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 1, CHLOROPLASTIC","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF14","Pyruvate kinase family protein"
"236","Manes.15G040800","(1 of 5) K00025 - malate dehydrogenase (MDH1)","carbohydrate","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","malate metabolic process; oxidoreductase activity; malate dehydrogenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","GO:0006108 GO:0016491 GO:0016615 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00025","PF00056 PF02866","PTHR23382 PTHR23382:SF7","Lactate/malate dehydrogenase family protein"
"237","Manes.15G047700","(1 of 7) K01177 - beta-amylase (E3.2.1.2)","carbohydrate","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF13","beta-amylase 1"
"238","Manes.15G055400","(1 of 1) PTHR12526//PTHR12526:SF351 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","GO:0005985 GO:0016157 GO:0046524","KOG0853","K00696","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF351","sucrose phosphate synthase 3F"
"239","Manes.15G060100","(1 of 1) PTHR31352:SF9 - INACTIVE BETA-AMYLASE 4, CHLOROPLASTIC","carbohydrate","","","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF9","beta-amylase 4"
"240","Manes.15G091900","(1 of 6) K00026 - malate dehydrogenase (MDH2)","carbohydrate","PWY66-399; GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-7115; PWY-561","gluconeogenesis III; gluconeogenesis I; glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); C4 photosynthetic carbon assimilation cycle, NAD-ME type; superpathway of glyoxylate cycle and fatty acid degradation","3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; malate metabolic process; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; carboxylic acid metabolic process; L-malate dehydrogenase (NAD+) activity","GO:0003854 GO:0006108 GO:0006694 GO:0016616 GO:0019752 GO:0030060 GO:0055114","","K00026","PF01073 PF02866","PTHR11540","Lactate/malate dehydrogenase family protein"
"241","Manes.15G099200","(1 of 1) 2.7.1.44 - Galacturonokinase","carbohydrate","PWY-4","UDP-D-galacturonate biosynthesis II (from D-galacturonate)","galactokinase activity; ATP binding; cytoplasm; galactose metabolic process; metabolic process; kinase activity; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0004335 GO:0005524 GO:0005737 GO:0006012 GO:0008152 GO:0016301 GO:0016773 GO:0046835","KOG0631","K18677","PF00288 PF08544 PF10509","PTHR10457 PTHR10457:SF11","galacturonic acid kinase"
"242","Manes.15G118600","(1 of 1) KOG1003//KOG1850//KOG4809 - Actin filament-coating protein tropomyosin // Myosin-like coiled-coil protein // Rab6 GTPase-interacting protein involved in endosome-to-TGN transport","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity","GO:0004373","KOG1003 KOG1850 KOG4809","","PF00534 PF13579","PTHR12526 PTHR12526:SF304","starch synthase 4"
"243","Manes.15G122600","(1 of 2) PTHR11624:SF76 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA-2, CHLOROPLASTIC-RELATED","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","catalytic activity; metabolic process","GO:0003824 GO:0008152","","K00162","PF02779 PF02780","PTHR11624 PTHR11624:SF76","Transketolase family protein"
"244","Manes.15G131800","(1 of 2) PTHR22573//PTHR22573:SF47 - PHOSPHOHEXOMUTASE FAMILY MEMBER // PHOSPHOGLUCOMUTASE, CYTOPLASMIC 1-RELATED","carbohydrate","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","sucrose degradation II (sucrose synthase); glycogen biosynthesis I (from ADP-D-Glucose); sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; glucose and glucose-1-phosphate degradation; starch biosynthesis; D-galactose degradation V (Leloir pathway)","carbohydrate metabolic process; intramolecular phosphotransferase activity","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF47","Phosphoglucomutase/phosphomannomutase family protein"
"245","Manes.15G154900","(1 of 3) K00235 - succinate dehydrogenase (ubiquinone) iron-sulfur subunit (SDHB, SDH2)","carbohydrate","PWY-4302; PWY-5464; PWY-5690; PWY-561; PWY-7279; PWY-3781","aerobic respiration III (alternative oxidase pathway); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); superpathway of glyoxylate cycle and fatty acid degradation; aerobic respiration II (cytochrome c) (yeast); aerobic respiration I (cytochrome c)","tricarboxylic acid cycle; electron transfer activity; oxidoreductase activity; iron-sulfur cluster binding","GO:0006099 GO:0009055 GO:0016491 GO:0051536 GO:0055114","KOG3049","K00235","PF13085 PF13534","PTHR11921 PTHR11921:SF29","succinate dehydrogenase 2-2"
"246","Manes.15G156700","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH, gapA)","carbohydrate","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; NADP binding; NAD binding","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2"
"247","Manes.15G170100","(1 of 1) PTHR11817//PTHR11817:SF26 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 3, CHLOROPLASTIC","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF26","plastidial pyruvate kinase 3"
"248","Manes.15G171200","(1 of 7) K01177 - beta-amylase (E3.2.1.2)","carbohydrate","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF1","chloroplast beta-amylase"
"249","Manes.15G189700","(1 of 1) PTHR10584//PTHR10584:SF169 - SUGAR KINASE // FRUCTOKINASE-5-RELATED","carbohydrate","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","","","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF169","pfkB-like carbohydrate kinase family protein"
"250","Manes.15G190275","(1 of 1) PTHR31352//PTHR31352:SF8 - FAMILY NOT NAMED // BETA-AMYLASE 8","carbohydrate","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","GO:0000272 GO:0016161","","","PF01373 PF05687","PTHR31352 PTHR31352:SF8","beta-amylase 2"
"251","Manes.16G002600","(1 of 3) K00895 - pyrophosphate--fructose-6-phosphate 1-phosphotransferase (E2.7.1.90, pfk)","carbohydrate","PWY-5464; PWY-1042","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol)","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process; diphosphate-fructose-6-phosphate 1-phosphotransferase activity","GO:0003872 GO:0005524 GO:0006002 GO:0006096 GO:0047334","","K00895","PF00365","PTHR13697 PTHR13697:SF26","Phosphofructokinase family protein"
"252","Manes.16G006900","(1 of 3) PTHR12526//PTHR12526:SF341 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","starch binding","GO:2001070","","","PF00534 PF13579 PF16760","PTHR12526 PTHR12526:SF341","starch synthase 3"
"253","Manes.16G035000","(1 of 3) PTHR11817:SF5 - PYRUVATE KINASE-RELATED","carbohydrate","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF5","Pyruvate kinase family protein"
"254","Manes.16G036400","(1 of 2) PTHR18968//PTHR18968:SF132 - THIAMINE PYROPHOSPHATE ENZYMES // SUBFAMILY NOT NAMED","carbohydrate","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF132",""
"255","Manes.16G076300","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","carbohydrate","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process","GO:0003872 GO:0005524 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7",""
"256","Manes.16G090600","(1 of 2) PTHR12526:SF391 - SUCROSE SYNTHASE 1-RELATED","carbohydrate","PWY-3801","sucrose degradation II (sucrose synthase)","sucrose metabolic process; sucrose synthase activity","GO:0005985 GO:0016157","","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF391","sucrose synthase 4"
"257","Manes.16G106600","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","carbohydrate","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; fructose 6-phosphate metabolic process; glycolytic process","GO:0003872 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7","phosphofructokinase 3"
"258","Manes.16G108900","(1 of 4) PTHR19443//PTHR19443:SF26 - HEXOKINASE // SUBFAMILY NOT NAMED","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","","PF03727","PTHR19443 PTHR19443:SF26",""
"259","Manes.16G109200","(1 of 6) K00844 - hexokinase (HK)","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF26","hexokinase 1"
"260","Manes.16G123800","(1 of 1) PTHR12526//PTHR12526:SF404 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","GO:0005985 GO:0016157 GO:0046524","KOG0853","","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF404","sucrose phosphate synthase 2F"
"261","Manes.16G128400","(1 of 1) PTHR11699//PTHR11699:SF176 - ALDEHYDE DEHYDROGENASE-RELATED // SUBFAMILY NOT NAMED","carbohydrate","PWY-1042; PWY-5464","glycolysis IV (plant cytosol); superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle","metabolic process; oxidoreductase activity","GO:0008152 GO:0016491 GO:0055114","","K00131","PF00171","PTHR11699 PTHR11699:SF176","aldehyde dehydrogenase 11A3"
