"","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"19191","Manes.10G136000","","","N-acetyltransferase activity",NA,"(1 of 2) PTHR23091//PTHR23091:SF4 - N-TERMINAL ACETYLTRANSFERASE // ARD1 HOMOLOG A; N-ACETYLTRANSFERASE","GO:0008080","KOG3235","K00670","PF00583","PTHR23091 PTHR23091:SF4","Acyl-CoA N-acyltransferases (NAT) superfamily protein"
"19192","Manes.10G136100","","","",NA,"(1 of 2) PTHR12385//PTHR12385:SF4 - CTL TRANSPORTER // PROTEIN PNS1","","KOG1362","","PF04515","PTHR12385 PTHR12385:SF4","Plasma-membrane choline transporter family protein"
"19193","Manes.10G136200","","","",NA,"(1 of 1) PF09495 - Protein of unknown function (DUF2462) (DUF2462)","","","","PF09495","PTHR36769 PTHR36769:SF1","(1 of 1) PF09495 - Protein of unknown function (DUF2462) (DUF2462)"
"19194","Manes.10G136300","","","RNA binding; structural constituent of ribosome; translation; large ribosomal subunit",NA,"(1 of 2) K02863 - large subunit ribosomal protein L1 (RP-L1; MRPL1; rplA)","GO:0003723 GO:0003735 GO:0006412 GO:0015934","KOG1569","K02863","PF00687","PTHR23105 PTHR23105:SF5","Ribosomal protein L1p/L10e family"
"19195","Manes.10G136400","","","double-strand break repair via homologous recombination; DNA repair; Smc5-Smc6 complex",NA,"(1 of 1) PTHR19306//PTHR19306:SF1 - STRUCTURAL MAINTENANCE OF CHROMOSOMES 5;6  SMC5; SMC6 // STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 5","GO:0000724 GO:0006281 GO:0030915","","","PF02463","PTHR19306 PTHR19306:SF1","structural maintenance of chromosomes 5"
"19196","Manes.10G136500","","","DNA binding; DNA-binding transcription factor activity; DNA-templated transcription initiation; regulation of DNA-templated transcription; sigma factor activity",NA,"(1 of 1) PTHR30603:SF24 - RNA POLYMERASE SIGMA FACTOR SIGD; CHLOROPLASTIC","GO:0003677 GO:0003700 GO:0006352 GO:0006355 GO:0016987","","","PF04539 PF04542 PF04545","PTHR30603 PTHR30603:SF24","sigma factor 4"
"19197","Manes.10G136600","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19198","Manes.10G136700","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19199","Manes.10G136716","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19200","Manes.10G136732","","","protein binding",NA,"(1 of 2) PF00560//PF08263//PF12799//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine Rich repeats (2 copies) (LRR_4) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF12799","PTHR27004 PTHR27004:SF41",""
"19201","Manes.10G136780","","","protein binding",NA,"(1 of 25) PF00560//PF08263 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2)","GO:0005515","KOG0472","","PF00560 PF08263","PTHR27004 PTHR27004:SF41",""
"19202","Manes.10G136800","","","protein binding",NA,"(1 of 2) PF00560//PF08263//PF12799//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine Rich repeats (2 copies) (LRR_4) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF12799 PF13855","PTHR27004 PTHR27004:SF41",""
"19203","Manes.10G137425","","","protein binding",NA,"(1 of 25) PF00560//PF08263 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2)","GO:0005515","KOG0472","","PF00560 PF08263","PTHR27004 PTHR27004:SF41",""
"19204","Manes.10G137434","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19205","Manes.10G137475","","","protein binding",NA,"(1 of 170) KOG0472 - Leucine-rich repeat protein","GO:0005515","KOG0472","","PF00560","PTHR27004 PTHR27004:SF41",""
"19206","Manes.10G137484","","","",NA,"","","","","","",""
"19207","Manes.10G137493","","","proteolysis; cysteine-type peptidase activity",NA,"(1 of 14) PF02902 - Ulp1 protease family; C-terminal catalytic domain (Peptidase_C48)","GO:0006508 GO:0008234","","","PF02902","",""
"19208","Manes.10G137502","","","nucleic acid binding; zinc ion binding",NA,"(1 of 2) PTHR22847:SF433 - RETINOBLASTOMA-BINDING PROTEIN 5","GO:0003676 GO:0008270","","","PF00098 PF03732","PTHR22847 PTHR22847:SF433",""
"19209","Manes.10G137511","","","",NA,"(1 of 7) PF13968 - Domain of unknown function (DUF4220) (DUF4220)","","","","PF04578 PF13968","PTHR31325 PTHR31325:SF1","Protein of unknown function (DUF594)"
"19210","Manes.10G137900","","","ADP binding",NA,"(1 of 6) PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF414",""
"19211","Manes.10G138200","","","proteolysis; cysteine-type peptidase activity; ADP binding",NA,"(1 of 1) PF00931//PF02902 - NB-ARC domain (NB-ARC) // Ulp1 protease family; C-terminal catalytic domain (Peptidase_C48)","GO:0006508 GO:0008234 GO:0043531","KOG4658","","PF00931 PF02902","PTHR23155 PTHR23155:SF562",""
"19212","Manes.10G138300","","","",NA,"(1 of 7) PF04578//PF13968 - Protein of unknown function; DUF594 (DUF594) // Domain of unknown function (DUF4220) (DUF4220)","","","","PF04578 PF13968","PTHR31325 PTHR31325:SF1","Protein of unknown function (DUF594)"
"19213","Manes.10G138309","PWY-361","phenylpropanoid biosynthesis","catalytic activity",NA,"(1 of 18) PTHR10366//PTHR10366:SF332 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED","GO:0003824 GO:0050662","KOG1502","","PF01370","PTHR10366 PTHR10366:SF332",""
"19214","Manes.10G138318","PWY-361","phenylpropanoid biosynthesis","catalytic activity",NA,"(1 of 18) PTHR10366//PTHR10366:SF332 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED","GO:0003824 GO:0050662","KOG1502","","PF01370","PTHR10366 PTHR10366:SF332",""
"19215","Manes.10G138601","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19216","Manes.10G138800","PWY-361","phenylpropanoid biosynthesis","catalytic activity",NA,"(1 of 18) PTHR10366//PTHR10366:SF332 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED","GO:0003824 GO:0050662","KOG1502","","PF01370","PTHR10366 PTHR10366:SF332",""
"19217","Manes.10G138900","PWY-361","phenylpropanoid biosynthesis","catalytic activity; 3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity; steroid biosynthetic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NA,"(1 of 2) PF01073//PF01370 - 3-beta hydroxysteroid dehydrogenase/isomerase family (3Beta_HSD) // NAD dependent epimerase/dehydratase family (Epimerase)","GO:0003824 GO:0050662","KOG1502","","PF01370","PTHR10366 PTHR10366:SF332",""
"19218","Manes.10G139000","","","protein binding",NA,"(1 of 2) K14855 - ribosome assembly protein 4 (RSA4; NLE1)","GO:0005515","","K14855","PF00400 PF08154","PTHR19848 PTHR19848:SF0","WD-40 repeat family protein / notchless protein, putative"
"19219","Manes.10G139100","","","",NA,"(1 of 2) 3.2.1.50 - Alpha-N-acetylglucosaminidase / NAG","","","K01205","PF05089 PF12971 PF12972","PTHR12872 PTHR12872:SF2","alpha-N-acetylglucosaminidase family / NAGLU family"
"19220","Manes.10G139200","PWY-6441","spermine and spermidine degradation III","oxidoreductase activity",NA,"(1 of 2) PTHR10742:SF273 - POLYAMINE OXIDASE 1","GO:0016491 GO:0055114","KOG0029","K13366","PF01593","PTHR10742 PTHR10742:SF273","polyamine oxidase 1"
"19221","Manes.10G139300","","","",NA,"","","","","","PTHR33983",""
"19222","Manes.10G139400","PWY-2541","plant sterol biosynthesis","steroid biosynthetic process; metabolic process; methyltransferase activity",NA,"(1 of 3) K00559 - sterol 24-C-methyltransferase (E2.1.1.41; SMT1; ERG6)","GO:0006694 GO:0008152 GO:0008168","KOG1269","K00559","PF08241 PF08498","PTHR10108 PTHR10108:SF908","sterol methyltransferase 1"
"19223","Manes.10G139500","","","",NA,"(1 of 2) PTHR31265:SF2 - F17A17.37 PROTEIN","","","","PF04862","PTHR31265 PTHR31265:SF2","Protein of unknown function, DUF642"
"19224","Manes.10G139509","","","",NA,"","","","","","",""
"19225","Manes.10G139900","","","ADP binding",NA,"(1 of 18) PTHR23155//PTHR23155:SF609 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF609",""
"19226","Manes.10G140100","","","DNA binding; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity; ATP binding; DNA topological change",NA,"(1 of 1) K03164 - DNA topoisomerase II [EC:5.99.1.3] (TOP2)","GO:0003677 GO:0003918 GO:0005524 GO:0006265","","K03164","PF00204 PF00521 PF01751 PF02518 PF16898","PTHR10169 PTHR10169:SF38","topoisomerase II"
"19227","Manes.10G140200","","","",NA,"(1 of 2) PTHR21736:SF23 - PROTEIN OBERON 4","","","","PF07227 PF16312","PTHR21736 PTHR21736:SF23","Protein of unknown function (DUF1423)"
"19228","Manes.10G140300","","","",NA,"(1 of 2) PTHR21736//PTHR21736:SF23 - VERNALIZATION-INSENSITIVE PROTEIN 3 // PROTEIN OBERON 4","","","","PF07227 PF16312","PTHR21736 PTHR21736:SF23","Protein of unknown function (DUF1423)"
"19229","Manes.10G140400","","","",NA,"(1 of 1) PTHR12444//PTHR12444:SF0//PTHR12444:SF7 - UNCHARACTERIZED // PROTEIN EFR3 HOMOLOG CMP44E // SUBFAMILY NOT NAMED","","KOG1877","","","PTHR12444 PTHR12444:SF0","Uncharacterized protein"
"19230","Manes.10G140401","","","protein binding",NA,"(1 of 49) PF00560//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF13855","PTHR27004 PTHR27004:SF41",""
"19231","Manes.10G140410","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19232","Manes.10G140419","","","protein binding",NA,"(1 of 85) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)","GO:0005515","KOG0472","","PF00560 PF08263 PF13855","PTHR27004 PTHR27004:SF41",""
"19233","Manes.10G140500","","","monoatomic cation transport; transmembrane transport",NA,"(1 of 1) PTHR32468:SF18 - CATION/H(+) ANTIPORTER 28","GO:0006812 GO:0015299 GO:0016021 GO:0055085","KOG1650","","PF00999","PTHR32468 PTHR32468:SF18","cation/hydrogen exchanger 28"
"19234","Manes.10G140600","","","",NA,"(1 of 1) PTHR13946:SF16 - DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB11-A-RELATED","","KOG4392","K03008","PF13656","PTHR13946",""
"19235","Manes.10G140700","","","protein binding; zinc ion binding",NA,"(1 of 1) PTHR10615//PTHR10615:SF35 - HISTONE ACETYLTRANSFERASE // ENOKI MUSHROOM","GO:0005515 GO:0008270","KOG4443","","","PTHR10615","PHD finger family protein"
"19236","Manes.10G140800","","","",NA,"(1 of 1) PTHR34556//PTHR34556:SF2 - FAMILY NOT NAMED // F17A17.35 PROTEIN","","","","PF06485","PTHR34556 PTHR34556:SF2","RNA binding"
"19237","Manes.10G140900","","","tRNA processing; tRNA dihydrouridine synthase activity; flavin adenine dinucleotide binding",NA,"(1 of 1) K05539 - tRNA-dihydrouridine synthase A [EC:1.-.-.-] (dusA)","GO:0008033 GO:0017150 GO:0050660 GO:0055114","KOG2335","K05539","PF01207","PTHR11082 PTHR11082:SF29","FMN-linked oxidoreductases superfamily protein"
"19238","Manes.10G141000","","","",NA,"","","","","","PTHR37261",""
"19239","Manes.10G141100","","","",NA,"(1 of 1) K16615 - actin-related protein 7; plant (PARP7)","","KOG0676","K16615","PF00022","PTHR11937 PTHR11937:SF257","actin-related protein 7"
"19240","Manes.10G141200","","","",NA,"(1 of 17) K06966 - uncharacterized protein (K06966)","","","K06966","PF03641","PTHR31223 PTHR31223:SF8",""
"19241","Manes.10G141300","","","",NA,"(1 of 1) PTHR10543:SF37 - CAROTENOID 9;10(9';10')-CLEAVAGE DIOXYGENASE 1","","KOG1285","K11159","PF03055","PTHR10543 PTHR10543:SF37","carotenoid cleavage dioxygenase 1"
"19242","Manes.10G141400","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 3) PTHR12632//PTHR12632:SF15 - TRANSCRIPTION FACTOR NF-Y ALPHA-RELATED // SUBFAMILY NOT NAMED","GO:0003700 GO:0006355","KOG1561","K08064","PF02045","PTHR12632 PTHR12632:SF15",""
"19243","Manes.10G141500","","","ADP binding",NA,"(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF563",""
"19244","Manes.10G141533","","","ADP binding",NA,"(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","","","PF00931","PTHR23155 PTHR23155:SF563",""
"19245","Manes.10G141566","","","",NA,"(1 of 9) PTHR23155//PTHR23155:SF562 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","","","","","PTHR23155 PTHR23155:SF562",""
"19246","Manes.10G141601","","","ADP binding",NA,"(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF563",""
"19247","Manes.10G141651","","","ADP binding",NA,"(1 of 6) PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","","","PF00931","PTHR23155 PTHR23155:SF414",""
"19248","Manes.10G141700","","","ADP binding",NA,"(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF563",""
"19249","Manes.10G141750","","","",NA,"","","","","","",""
"19250","Manes.10G141800","","","ADP binding",NA,"(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF563",""
"19251","Manes.10G141850","","","",NA,"","","","","","",""
"19252","Manes.10G141900","","","ADP binding",NA,"(1 of 6) PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","","","PF00931","PTHR23155 PTHR23155:SF414",""
"19253","Manes.10G142050","","","",NA,"","","","","","",""
"19254","Manes.10G142200","","","ADP binding",NA,"(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF563",""
"19255","Manes.10G142400","","","protein binding; ADP binding",NA,"(1 of 23) PF00931//PF13855 - NB-ARC domain (NB-ARC) // Leucine rich repeat (LRR_8)","GO:0005515 GO:0043531","KOG4658","","PF00931 PF13855","PTHR23155 PTHR23155:SF563",""
"19256","Manes.10G142600","PWY-1001","cellulose biosynthesis","protein binding; zinc ion binding; membrane; cellulose synthase (UDP-forming) activity; cellulose biosynthetic process",NA,"(1 of 1) PTHR13301//PTHR13301:SF61 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED","GO:0005515 GO:0008270","","K10999","PF13632 PF14569","PTHR13301 PTHR13301:SF61","Cellulose synthase family protein"
"19257","Manes.10G142700","","","nucleus",NA,"(1 of 1) PTHR12202//PTHR12202:SF0 - UNCHARACTERIZED // PROTEIN F58B3.4","GO:0005634","KOG2318","","PF08159","PTHR12202 PTHR12202:SF0","(1 of 1) PTHR12202:SF0 - PROTEIN F58B3.4"
"19258","Manes.10G142900","","","protein binding; metal ion binding",NA,"(1 of 2) PTHR14493//PTHR14493:SF47 - UNCHARACTERIZED // ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 56","GO:0005515 GO:0046872","KOG1595","","PF00642 PF12796","PTHR14493 PTHR14493:SF47","CCCH-type zinc finger protein with ARM repeat domain"
"19259","Manes.10G143000","","","xenobiotic transmembrane transport; antiporter activity; membrane; transmembrane transport",NA,"(1 of 3) PTHR11206//PTHR11206:SF156 - MULTIDRUG RESISTANCE PROTEIN // MATE EFFLUX FAMILY PROTEIN FRD3","GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085","KOG1347","","PF01554","PTHR11206 PTHR11206:SF156","MATE efflux family protein"
"19260","Manes.10G143100","","","",NA,"","","","","","PTHR31852 PTHR31852:SF46",""
"19261","Manes.10G143200","","","",NA,"(1 of 2) PTHR10641//PTHR10641:SF577 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED","","","K09422","PF00249","PTHR10641 PTHR10641:SF577","myb domain protein 83"
"19262","Manes.10G143300","","","double-stranded DNA binding; structural molecule activity; mitochondrion; regulation of DNA-templated transcription; viral capsid",NA,"(1 of 10) PTHR13068:SF28 - MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN-RELATED","GO:0003690 GO:0005198 GO:0005739 GO:0006355 GO:0019028","KOG1267","K15032","PF02536","PTHR13068 PTHR13068:SF28",""
"19263","Manes.10G143400","","","proton motive force-driven ATP synthesis; proton-transporting ATP synthase activity, rotational mechanism",NA,"(1 of 1) K02137 - F-type H+-transporting ATPase subunit O (ATPeF0O; ATP5O; ATP5)","GO:0015986 GO:0046933","KOG1662","K02137","PF00213","PTHR11910 PTHR11910:SF1","delta subunit of Mt ATP synthase"
"19264","Manes.10G143600","","","",NA,"","","","","","PTHR36616 PTHR36616:SF1",""
"19265","Manes.10G143700","","","",NA,"","","","","","PTHR36373 PTHR36373:SF1",""
"19266","Manes.10G143800","","","protein binding; zinc ion binding",NA,"(1 of 5) K19045 - E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:6.3.2.19] (BB)","GO:0005515 GO:0008270","KOG1493","K19045","PF13639","PTHR14155 PTHR14155:SF75","RING/U-box superfamily protein"
"19267","Manes.10G143900","","","transporter activity; mitochondrial inner membrane; transport; transmembrane transport",NA,"(1 of 6) K05863 - solute carrier family 25 (mitochondrial adenine nucleotide translocator); member 4/5/6/31 (SLC25A4S; ANT)","GO:0005215 GO:0005743 GO:0006810 GO:0055085","KOG0749","K05863","PF00153","PTHR24089 PTHR24089:SF316","ADP/ATP carrier 2"
"19268","Manes.10G143950","","","",NA,"","","","","","",""
"19269","Manes.10G144000","","","ADP binding",NA,"(1 of 18) PTHR23155//PTHR23155:SF609 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","KOG4658","","PF00931","PTHR23155 PTHR23155:SF609",""
"19270","Manes.10G144100","","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 39) K01188 - beta-glucosidase (E3.2.1.21)","GO:0004553 GO:0005975","","K01188","PF00232","PTHR10353 PTHR10353:SF37",""
"19271","Manes.10G144200","","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 7) KOG0626 - Beta-glucosidase; lactase phlorizinhydrolase; and related proteins","GO:0004553 GO:0005975","","","PF00232","PTHR10353 PTHR10353:SF37",""
"19272","Manes.10G144300","PWY-3121; PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091","linamarin degradation; lotaustralin degradation; taxiphyllin bioactivation; coumarin biosynthesis (via 2-coumarate); neolinustatin bioactivation; linustatin bioactivation","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 52) 3.2.1.21 - Beta-glucosidase / Gentobiase","GO:0004553 GO:0005975","","","PF00232","PTHR10353 PTHR10353:SF37",""
"19273","Manes.10G144400","","","metal ion binding",NA,"(1 of 10) PTHR10593//PTHR10593:SF27 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED","GO:0046872","","","","PTHR10593 PTHR10593:SF27",""
