gene_id,locusName,Description,colors,class
Manes.11G057300.v8.1,Manes.11G057300,(1 of 1) PTHR27001//PTHR27001:SF88 - FAMILY NOT NAMED // PROTEIN KINASE SUPERFAMILY PROTEIN,brown,NA
Manes.11G057500.v8.1,Manes.11G057500,(1 of 7) K00759 - adenine phosphoribosyltransferase (APRT; apt),brown,NA
Manes.11G058800.v8.1,Manes.11G058800,(1 of 2) PTHR12601//PTHR12601:SF18 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT  EIF-3 // TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN,brown,NA
Manes.11G060069.v8.1,Manes.11G060069,,yellow,NA
Manes.11G060900.v8.1,Manes.11G060900,,brown,NA
Manes.11G061400.v8.1,Manes.11G061400,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),brown,NA
Manes.11G065100.v8.1,Manes.11G065100,(1 of 3) PTHR21596//PTHR21596:SF3 - RIBONUCLEASE P SUBUNIT P38 // F16A14.2-RELATED,brown,NA
Manes.11G066600.v8.1,Manes.11G066600,(1 of 9) 3.2.2.20 - DNA-3-methyladenine glycosylase I / DNA-3-methyladenine glycosidase I,yellow,NA
Manes.11G067700.v8.1,Manes.11G067700,,brown,NA
Manes.11G068300.v8.1,Manes.11G068300,(1 of 3) K17499 - protein phosphatase 1G [EC:3.1.3.16] (PPM1G; PP2CG),brown,NA
Manes.11G069100.v8.1,Manes.11G069100,(1 of 2) PTHR31150:SF5 - ZINC ION BINDING PROTEIN,yellow,NA
Manes.11G071900.v8.1,Manes.11G071900,(1 of 3) K03265 - peptide chain release factor subunit 1 (ETF1; ERF1),brown,NA
Manes.11G073800.v8.1,Manes.11G073800,(1 of 2) PTHR16007//PTHR16007:SF13 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED // SUBFAMILY NOT NAMED,yellow,NA
Manes.11G074000.v8.1,Manes.11G074000,(1 of 3) K04681 - retinoblastoma-like protein 1 (RBL1),brown,NA
Manes.11G075000.v8.1,Manes.11G075000,(1 of 1) 3.6.1.31 - Phosphoribosyl-ATP diphosphatase / Phosphoribosyladenosine triphosphate pyrophosphatase,brown,NA
Manes.11G076200.v8.1,Manes.11G076200,(1 of 1) PF12046 - Protein of unknown function (DUF3529) (DUF3529),brown,NA
Manes.11G078600.v8.1,Manes.11G078600,(1 of 4) PTHR24006//PTHR24006:SF456 - FAMILY NOT NAMED // GRR1-LIKE PROTEIN 1-RELATED,brown,NA
Manes.11G078800.v8.1,Manes.11G078800,(1 of 16) PF02893 - GRAM domain (GRAM),brown,NA
Manes.11G086500.v8.1,Manes.11G086500,(1 of 1) PTHR31964:SF26 - SUGAR UTILIZATION REGULATORY PROTEIN IMP2,brown,NA
Manes.11G085200.v8.1,Manes.11G085200,(1 of 13) PF14364 - Domain of unknown function (DUF4408) (DUF4408),brown,NA
Manes.11G088451.v8.1,Manes.11G088451,(1 of 2) PTHR23070//PTHR23070:SF32 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED,brown,NA
Manes.11G084300.v8.1,Manes.11G084300,(1 of 2) PTHR23070//PTHR23070:SF32 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED,brown,NA
Manes.11G084400.v8.1,Manes.11G084400,(1 of 2) K13998 - dihydrofolate reductase / thymidylate synthase (DHFR-TS),brown,NA
Manes.11G091200.v8.1,Manes.11G091200,(1 of 1) PTHR12790:SF0 - RNA POLYMERASE I-SPECIFIC TRANSCRIPTION INITIATION FACTOR RRN3-RELATED,brown,NA
Manes.11G092000.v8.1,Manes.11G092000,(1 of 3) PTHR11206//PTHR11206:SF116 - MULTIDRUG RESISTANCE PROTEIN // ENHANCED DISEASE SUSCEPTIBILITY 5-RELATED,yellow,NA
Manes.11G082100.v8.1,Manes.11G082100,(1 of 32) PF00643 - B-box zinc finger (zf-B_box),yellow,NA
Manes.11G081400.v8.1,Manes.11G081400,(1 of 2) PTHR31421//PTHR31421:SF3 - FAMILY NOT NAMED // PROTEIN BASIC PENTACYSTEINE4-RELATED,skyblue3,NA
Manes.11G088413.v8.1,Manes.11G088413,(1 of 2) PTHR24015//PTHR24015:SF364 - FAMILY NOT NAMED // ATPASE EXPRESSION PROTEIN 3,floralwhite,NA
Manes.11G095000.v8.1,Manes.11G095000,(1 of 2) PTHR11913//PTHR11913:SF16 - COFILIN-RELATED // ACTIN-DEPOLYMERIZING FACTOR 5-RELATED,skyblue3,NA
Manes.11G096300.v8.1,Manes.11G096300,,skyblue3,NA
Manes.11G098400.v8.1,Manes.11G098400,(1 of 1) PTHR12001:SF41 - HETERODIMERIC GERANYLGERANYL PYROPHOSPHATE SYNTHASE SMALL SUBUNIT; CHLOROPLASTIC,brown,carot
Manes.11G101600.v8.1,Manes.11G101600,(1 of 1) PTHR24009//PTHR24009:SF3 - FAMILY NOT NAMED // RNA RECOGNITION MOTIF-CONTAINING PROTEIN-RELATED,skyblue3,NA
Manes.11G103800.v8.1,Manes.11G103800,(1 of 9) 1.3.5.1 - Succinate dehydrogenase (quinone) / Succinic dehydrogenase,skyblue3,NA
Manes.11G106900.v8.1,Manes.11G106900,(1 of 2) K13506 - glycerol-3-phosphate O-acyltransferase 3/4 (GPAT3_4; AGPAT9; AGPAT6),yellow,NA
Manes.11G107800.v8.1,Manes.11G107800,(1 of 2) K12885 - heterogeneous nuclear ribonucleoprotein G (RBMX; HNRNPG),brown,NA
Manes.11G108100.v8.1,Manes.11G108100,(1 of 2) PTHR32010:SF6 - PHOTOSYSTEM II STABILITY/ASSEMBLY FACTOR HCF136; CHLOROPLASTIC,brown,NA
Manes.11G108500.v8.1,Manes.11G108500,(1 of 1) PTHR31072:SF7 - TRANSCRIPTION FACTOR TCP21-RELATED,brown,NA
Manes.11G110900.v8.1,Manes.11G110900,(1 of 2) PTHR32002:SF3 - PROTEIN NLP1-RELATED,skyblue3,NA
Manes.11G115200.v8.1,Manes.11G115200,(1 of 3) PTHR31062:SF20 - XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 14-RELATED,yellow,carb
Manes.11G120200.v8.1,Manes.11G120200,(1 of 1) PTHR12899:SF6 - F14B2.25/F14B2.25,yellow,NA
Manes.11G120950.v8.1,Manes.11G120950,,brown,NA
Manes.11G121000.v8.1,Manes.11G121000,,brown,NA
Manes.11G121900.v8.1,Manes.11G121900,(1 of 2) PTHR14083:SF5 - HRF1 PROTEIN,yellow,NA
Manes.11G122200.v8.1,Manes.11G122200,(1 of 26) PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase) // Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2),skyblue3,NA
Manes.11G123700.v8.1,Manes.11G123700,(1 of 1) K10290 - F-box protein 3 (FBXO3),yellow,NA
Manes.11G125500.v8.1,Manes.11G125500,(1 of 8) PF06075 - Plant protein of unknown function (DUF936) (DUF936),brown,NA
Manes.11G130200.v8.1,Manes.11G130200,(1 of 1) PTHR30560//PTHR30560:SF4 - TRIGGER FACTOR CHAPERONE AND PEPTIDYL-PROLYL CIS/TRANS ISOMERASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.11G131600.v8.1,Manes.11G131600,(1 of 45) PF02701 - Dof domain; zinc finger (zf-Dof),brown,NA
Manes.11G132200.v8.1,Manes.11G132200,(1 of 3) K10575 - ubiquitin-conjugating enzyme E2 G1 (UBE2G1; UBC7),brown,NA
Manes.11G132250.v8.1,Manes.11G132250,(1 of 11) PF04937 - Protein of unknown function (DUF 659) (DUF659),brown,NA
Manes.11G132400.v8.1,Manes.11G132400,(1 of 1) PTHR30509 - P-HYDROXYBENZOIC ACID EFFLUX PUMP SUBUNIT-RELATED,skyblue3,NA
Manes.11G133700.v8.1,Manes.11G133700,(1 of 10) K11252 - histone H2B (H2B),floralwhite,NA
Manes.11G133800.v8.1,Manes.11G133800,(1 of 5) K02957 - small subunit ribosomal protein S15Ae (RP-S15Ae; RPS15A),yellow,NA
Manes.11G134600.v8.1,Manes.11G134600,(1 of 13) K09873 - aquaporin TIP (TIP),yellow,NA
Manes.11G136600.v8.1,Manes.11G136600,(1 of 2) K12605 - CCR4-NOT transcription complex subunit 2 (CNOT2; NOT2),floralwhite,NA
Manes.11G137100.v8.1,Manes.11G137100,(1 of 10) K11254 - histone H4 (H4),yellow,NA
Manes.11G138200.v8.1,Manes.11G138200,(1 of 1) K08282 - non-specific serine/threonine protein kinase (E2.7.11.1),brown,NA
Manes.11G141900.v8.1,Manes.11G141900,,skyblue3,NA
Manes.11G144700.v8.1,Manes.11G144700,(1 of 2) 1.17.7.1 - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) / 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,brown,carot
Manes.11G145100.v8.1,Manes.11G145100,,yellow,NA
Manes.11G145800.v8.1,Manes.11G145800,(1 of 1) KOG0997 - Uncharacterized conserved protein Sand,yellow,NA
Manes.11G150100.v8.1,Manes.11G150100,,brown,NA
Manes.11G151500.v8.1,Manes.11G151500,(1 of 38) K08235 - xyloglucan:xyloglucosyl transferase (E2.4.1.207),yellow,carb
Manes.11G151600.v8.1,Manes.11G151600,(1 of 2) PTHR11062:SF46 - GLUCURONOXYLAN GLUCURONOSYLTRANSFERASE F8H-RELATED,brown,carb
Manes.11G152200.v8.1,Manes.11G152200,(1 of 7) PF06136 - Domain of unknown function (DUF966) (DUF966),yellow,NA
Manes.11G155500.v8.1,Manes.11G155500,(1 of 2) K12449 - UDP-apiose/xylose synthase (AXS),yellow,carb
Manes.11G155900.v8.1,Manes.11G155900,(1 of 2) PTHR28052//PTHR28052:SF1 - FAMILY NOT NAMED // UPF0545 PROTEIN C22ORF39,yellow,NA
Manes.11G158800.v8.1,Manes.11G158800,(1 of 2) PTHR21470//PTHR21470:SF4 - NTKL-BINDING PROTEIN 1 // SUBFAMILY NOT NAMED,yellow,NA
Manes.11G159401.v8.1,Manes.11G159401,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,floralwhite,NA
Manes.11G161800.v8.1,Manes.11G161800,(1 of 2) K02865 - large subunit ribosomal protein L10Ae (RP-L10Ae; RPL10A),brown,NA
Manes.11G162700.v8.1,Manes.11G162700,(1 of 3) PTHR22850:SF82 - HISTONE-BINDING PROTEIN RBBP7,yellow,NA
Manes.11G162900.v8.1,Manes.11G162900,(1 of 3) PTHR10183//PTHR10183:SF299 - CALPAIN // SUBFAMILY NOT NAMED,brown,NA
Manes.11G164300.v8.1,Manes.11G164300,(1 of 1) PTHR31826//PTHR31826:SF0 - FAMILY NOT NAMED // NICALIN,brown,NA
Manes.12G000500.v8.1,Manes.12G000500,(1 of 1) PTHR22600//PTHR22600:SF18 - BETA-HEXOSAMINIDASE // SUBFAMILY NOT NAMED,brown,carb
Manes.12G003400.v8.1,Manes.12G003400,(1 of 2) PTHR20863//PTHR20863:SF30 - ACYL CARRIER PROTEIN/ZINC FINGER PROTEIN 593-RELATED // SUBFAMILY NOT NAMED,yellow,NA
Manes.12G006300.v8.1,Manes.12G006300,(1 of 2) K00859 - dephospho-CoA kinase (coaE),yellow,NA
Manes.12G007100.v8.1,Manes.12G007100,(1 of 2) PTHR31614:SF6 - POLLEN OLE E 1 ALLERGEN AND EXTENSIN FAMILY PROTEIN,brown,NA
Manes.12G007900.v8.1,Manes.12G007900,(1 of 2) PTHR23429//PTHR23429:SF3 - GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE  G6PD // GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE 2; CHLOROPLASTIC-RELATED,brown,carb
Manes.12G008400.v8.1,Manes.12G008400,,brown,NA
Manes.12G012200.v8.1,Manes.12G012200,(1 of 1) PTHR19321:SF3 - 65-KDA MICROTUBULE-ASSOCIATED PROTEIN 8,yellow,NA
Manes.12G013400.v8.1,Manes.12G013400,(1 of 2) PTHR27008//PTHR27008:SF4 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN,brown,NA
Manes.12G013500.v8.1,Manes.12G013500,(1 of 2) K02737 - 20S proteasome subunit beta 5 (PSMB5),brown,NA
Manes.12G014100.v8.1,Manes.12G014100,(1 of 2) PTHR11132//PTHR11132:SF136 - SOLUTE CARRIER FAMILY 35 // GDP-MANNOSE TRANSPORTER GONST3,yellow,NA
Manes.12G014300.v8.1,Manes.12G014300,(1 of 1) K03942 - NADH dehydrogenase (ubiquinone) flavoprotein 1 (NDUFV1),yellow,NA
Manes.12G016300.v8.1,Manes.12G016300,,brown,NA
Manes.12G017100.v8.1,Manes.12G017100,(1 of 1) PTHR11804//PTHR11804:SF42 - PROTEASE M3 THIMET OLIGOPEPTIDASE-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.12G017200.v8.1,Manes.12G017200,(1 of 27) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase,yellow,NA
Manes.12G019300.v8.1,Manes.12G019300,(1 of 2) K18584 - actin-related protein 3 (ACTR3; ARP3),yellow,NA
Manes.12G020000.v8.1,Manes.12G020000,(1 of 1) KOG0265//KOG0645 - U5 snRNP-specific protein-like factor and related proteins // WD40 repeat protein,yellow,NA
Manes.12G020900.v8.1,Manes.12G020900,(1 of 1) PTHR10159//PTHR10159:SF359 - DUAL SPECIFICITY PROTEIN PHOSPHATASE // SUBFAMILY NOT NAMED,brown,NA
Manes.12G021400.v8.1,Manes.12G021400,(1 of 2) PTHR32091:SF0 - EUKARYOTIC INITIATION FACTOR 4B-RELATED,brown,NA
Manes.12G021900.v8.1,Manes.12G021900,(1 of 11) PF05212 - Protein of unknown function (DUF707) (DUF707),brown,NA
Manes.12G022400.v8.1,Manes.12G022400,(1 of 37) PF03000 - NPH3 family (NPH3),brown,NA
Manes.12G022500.v8.1,Manes.12G022500,,brown,NA
Manes.12G023800.v8.1,Manes.12G023800,(1 of 2) PTHR23315:SF102 - ARMADILLO REPEAT ONLY 4 PROTEIN,brown,NA
Manes.12G024600.v8.1,Manes.12G024600,(1 of 7) PTHR23155//PTHR23155:SF458 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // DISEASE RESISTANCE RPP13-LIKE PROTEIN 4,yellow,NA
Manes.12G025900.v8.1,Manes.12G025900,(1 of 2) PTHR27001:SF49 - PROTEIN NSP-INTERACTING KINASE 3,yellow,NA
Manes.12G026700.v8.1,Manes.12G026700,(1 of 3) PTHR10044:SF108 - S-RIBONUCLEASE BINDING PROTEIN SBP1-RELATED,yellow,NA
Manes.12G027500.v8.1,Manes.12G027500,(1 of 5) 2.7.1.33 - Pantothenate kinase / Pantothenic acid kinase,yellow,NA
Manes.12G027600.v8.1,Manes.12G027600,(1 of 1) PTHR31385:SF1 - EXPRESSED PROTEIN-RELATED,brown,NA
Manes.12G027700.v8.1,Manes.12G027700,(1 of 5) K17609 - nucleoredoxin [EC:1.8.1.8] (NXN),brown,NA
Manes.12G027800.v8.1,Manes.12G027800,(1 of 5) K17609 - nucleoredoxin [EC:1.8.1.8] (NXN),brown,NA
Manes.12G028100.v8.1,Manes.12G028100,(1 of 2) PTHR32263//PTHR32263:SF8 - FAMILY NOT NAMED // INACTIVE POLY [ADP-RIBOSE] POLYMERASE SRO2-RELATED,brown,NA
Manes.12G028600.v8.1,Manes.12G028600,(1 of 8) K07466 - replication factor A1 (RFA1; RPA1; rpa),yellow,NA
Manes.12G028800.v8.1,Manes.12G028800,(1 of 4) PTHR31458:SF3 - POLYGALACTURONASE NON-CATALYTIC SUBUNIT JP630-RELATED,yellow,NA
Manes.12G029233.v8.1,Manes.12G029233,(1 of 1) PTHR30544//PTHR30544:SF3 - 23S RRNA METHYLTRANSFERASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.12G029366.v8.1,Manes.12G029366,(1 of 1) KOG2681 - Metal-dependent phosphohydrolase,brown,NA
Manes.12G030500.v8.1,Manes.12G030500,(1 of 5) K12896 - splicing factor; arginine/serine-rich 7 (SFRS7),floralwhite,NA
Manes.12G035100.v8.1,Manes.12G035100,(1 of 2) PTHR10980//PTHR10980:SF16 - RHO GDP-DISSOCIATION INHIBITOR // SUBFAMILY NOT NAMED,yellow,NA
Manes.12G035200.v8.1,Manes.12G035200,(1 of 2) 2.3.1.158//2.3.1.23 - Phospholipid:diacylglycerol acyltransferase / PDAT // 1-acylglycerophosphocholine O-acyltransferase / Lysolecithin acyltransferase,yellow,NA
Manes.12G039200.v8.1,Manes.12G039200,(1 of 2) PTHR33271//PTHR33271:SF3 - FAMILY NOT NAMED // CUPIN DOMAIN-CONTAINING PROTEIN,brown,NA
Manes.12G040759.v8.1,Manes.12G040759,,yellow,NA
Manes.12G044400.v8.1,Manes.12G044400,(1 of 2) K16578 - CLIP-associating protein 1/2 (CLASP1_2),brown,NA
Manes.12G043800.v8.1,Manes.12G043800,(1 of 1) KOG2857 - Predicted MYND Zn-finger protein/hormone receptor interactor,brown,NA
Manes.12G044467.v8.1,Manes.12G044467,,brown,NA
Manes.12G049543.v8.1,Manes.12G049543,,yellow,NA
Manes.12G045750.v8.1,Manes.12G045750,(1 of 1) PF00097//PF00569//PF13920 - Zinc finger; C3HC4 type (RING finger) (zf-C3HC4) // Zinc finger; ZZ type (ZZ) // Zinc finger; C3HC4 type (RING finger) (zf-C3HC4_3),brown,NA
Manes.12G045700.v8.1,Manes.12G045700,(1 of 4) K02993 - small subunit ribosomal protein S7e (RP-S7e; RPS7),yellow,NA
Manes.12G045800.v8.1,Manes.12G045800,(1 of 4) K02993 - small subunit ribosomal protein S7e (RP-S7e; RPS7),yellow,NA
Manes.12G047500.v8.1,Manes.12G047500,(1 of 196) PF00847 - AP2 domain (AP2),skyblue3,NA
Manes.12G047800.v8.1,Manes.12G047800,(1 of 2) PTHR32116:SF19 - GALACTURONOSYLTRANSFERASE 8,yellow,carb
Manes.12G049300.v8.1,Manes.12G049300,(1 of 1) PTHR14241//PTHR14241:SF10 - INTERFERON-INDUCED PROTEIN 44 // VON WILLEBRAND FACTOR A DOMAIN-CONTAINING PROTEIN DDB_G0292188,brown,NA
Manes.12G049701.v8.1,Manes.12G049701,(1 of 12) 1.6.5.5 - NADPH:quinone reductase / Zeta-crystallin,brown,NA
Manes.12G050500.v8.1,Manes.12G050500,,brown,NA
Manes.12G051600.v8.1,Manes.12G051600,(1 of 1) PTHR24351:SF69 - AGC (CAMP-DEPENDENT; CGMP-DEPENDENT AND PROTEIN KINASE C) KINASE FAMILY PROTEIN-RELATED,brown,NA
Manes.12G059200.v8.1,Manes.12G059200,(1 of 1) PTHR11709//PTHR11709:SF58 - MULTI-COPPER OXIDASE // PROTEIN SKU5-LIKE 3,yellow,NA
Manes.12G062800.v8.1,Manes.12G062800,(1 of 1) PTHR11451:SF32 - THREONYL-TRNA SYNTHETASE / THREONINE--TRNA LIGASE-RELATED,brown,NA
Manes.12G062302.v8.1,Manes.12G062302,(1 of 23) KOG4293 - Predicted membrane protein; contains DoH and Cytochrome b-561/ferric reductase transmembrane domains,brown,NA
Manes.12G061700.v8.1,Manes.12G061700,(1 of 2) PTHR32227:SF60 - CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN,yellow,NA
Manes.12G061400.v8.1,Manes.12G061400,(1 of 5) K09487 - heat shock protein 90kDa beta (HSP90B; TRA1),brown,NA
Manes.12G065800.v8.1,Manes.12G065800,(1 of 1) 2.4.1.143 - Alpha-1;6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase / 1->6-acetylglucosaminyltransferase,brown,carb
Manes.12G067900.v8.1,Manes.12G067900,(1 of 2) PTHR22572:SF101 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE SMALL SUBUNIT; CHLOROPLASTIC,brown,carb
Manes.12G068200.v8.1,Manes.12G068200,(1 of 1) PTHR23189:SF41 - BCDNA.GH11110,yellow,NA
Manes.12G070801.v8.1,Manes.12G070801,,skyblue3,NA
Manes.12G073200.v8.1,Manes.12G073200,(1 of 2) PTHR23336//PTHR23336:SF11 - ZINC FINGER CW-TYPE COILED-COIL DOMAIN PROTEIN 3. // SUBFAMILY NOT NAMED,yellow,NA
Manes.12G066600.v8.1,Manes.12G066600,(1 of 1) K04532 - amyloid beta precursor protein binding protein 1 (APPBP1),brown,NA
Manes.12G075000.v8.1,Manes.12G075000,(1 of 1) PTHR11655//PTHR11655:SF14 - 60S/50S RIBOSOMAL PROTEIN L6/L9 // 54S RIBOSOMAL PROTEIN L6; MITOCHONDRIAL,skyblue3,NA
Manes.12G076301.v8.1,Manes.12G076301,(1 of 3) PTHR31235:SF39 - PEROXIDASE 3-RELATED,brown,NA
Manes.12G077600.v8.1,Manes.12G077600,,yellow,NA
Manes.12G085100.v8.1,Manes.12G085100,(1 of 1) K02516 - protein arginine N-methyltransferase 5 (PRMT5; HSL7),yellow,NA
Manes.12G090100.v8.1,Manes.12G090100,,brown,NA
Manes.12G089066.v8.1,Manes.12G089066,(1 of 2) PTHR27007:SF9 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE VII.1-RELATED,yellow,carb
Manes.12G089294.v8.1,Manes.12G089294,,brown,NA
Manes.12G089408.v8.1,Manes.12G089408,(1 of 2) PTHR31805:SF3 - PROLINE-RICH PROTEIN-RELATED,brown,NA
Manes.12G088176.v8.1,Manes.12G088176,(1 of 2) PTHR32227//PTHR32227:SF91 - FAMILY NOT NAMED // GLUCAN ENDO-1;3-BETA-GLUCOSIDASE-LIKE PROTEIN 1,brown,NA
Manes.12G093600.v8.1,Manes.12G093600,(1 of 2) K02897 - large subunit ribosomal protein L25 (RP-L25; rplY),yellow,NA
Manes.12G094200.v8.1,Manes.12G094200,(1 of 6) PF05659 - Arabidopsis broad-spectrum mildew resistance protein RPW8 (RPW8),yellow,NA
Manes.12G097100.v8.1,Manes.12G097100,(1 of 48) PF04535 - Domain of unknown function (DUF588) (DUF588),yellow,NA
Manes.12G099300.v8.1,Manes.12G099300,(1 of 4) PTHR10891:SF568 - CALCIUM-BINDING PROTEIN CML41-RELATED,floralwhite,NA
Manes.12G099800.v8.1,Manes.12G099800,(1 of 17) PF00685 - Sulfotransferase domain (Sulfotransfer_1),brown,NA
Manes.12G099500.v8.1,Manes.12G099500,(1 of 19) PF03763 - Remorin; C-terminal region (Remorin_C),brown,NA
Manes.12G106800.v8.1,Manes.12G106800,(1 of 1) K13168 - splicing factor; arginine/serine-rich 16 (SFRS16),yellow,NA
Manes.12G101000.v8.1,Manes.12G101000,(1 of 2) PTHR10015//PTHR10015:SF166 - HEAT SHOCK TRANSCRIPTION FACTOR // HEAT STRESS TRANSCRIPTION FACTOR B-1,brown,NA
Manes.12G103000.v8.1,Manes.12G103000,,brown,NA
Manes.12G114700.v8.1,Manes.12G114700,(1 of 5) PF07714//PF11721//PF12819 - Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin) // Carbohydrate-binding protein of the ER (Malectin_like),yellow,NA
Manes.12G114300.v8.1,Manes.12G114300,(1 of 366) PF00067 - Cytochrome P450 (p450),brown,NA
Manes.12G110100.v8.1,Manes.12G110100,(1 of 2) PTHR23091//PTHR23091:SF222 - N-TERMINAL ACETYLTRANSFERASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.12G111700.v8.1,Manes.12G111700,(1 of 2) PTHR24054//PTHR24054:SF31 - CASEIN KINASE II SUBUNIT ALPHA // SUBFAMILY NOT NAMED,brown,NA
Manes.12G114100.v8.1,Manes.12G114100,(1 of 2) PTHR31636//PTHR31636:SF9 - FAMILY NOT NAMED // PROTEIN SHORT-ROOT,skyblue3,NA
Manes.12G114200.v8.1,Manes.12G114200,(1 of 3) 3.2.1.145 - Galactan 1;3-beta-galactosidase,yellow,carb
Manes.12G115100.v8.1,Manes.12G115100,(1 of 4) PTHR21717//PTHR21717:SF27 - TELOMERIC REPEAT BINDING PROTEIN // TELOMERE REPEAT-BINDING FACTOR 2-RELATED,yellow,NA
Manes.12G115700.v8.1,Manes.12G115700,(1 of 53) PF14009 - Domain of unknown function (DUF4228) (DUF4228),brown,NA
Manes.12G116900.v8.1,Manes.12G116900,,yellow,NA
Manes.12G118700.v8.1,Manes.12G118700,(1 of 3) 2.6.1.42//2.6.1.88 - Branched-chain-amino-acid transaminase / Transaminase B // Methionine transaminase / Methionine-oxo-acid transaminase,brown,NA
Manes.12G121100.v8.1,Manes.12G121100,(1 of 163) PF00010 - Helix-loop-helix DNA-binding domain (HLH),yellow,NA
Manes.12G126900.v8.1,Manes.12G126900,(1 of 1) PTHR24115:SF469 - KINESIN-LIKE PROTEIN KCA1-RELATED,brown,NA
Manes.12G127600.v8.1,Manes.12G127600,,brown,NA
Manes.12G127700.v8.1,Manes.12G127700,(1 of 2) PTHR33222//PTHR33222:SF2 - FAMILY NOT NAMED // PROTEIN CURVATURE THYLAKOID 1D; CHLOROPLASTIC,brown,NA
Manes.12G133700.v8.1,Manes.12G133700,(1 of 5) PTHR10593//PTHR10593:SF41 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED,brown,NA
Manes.12G134100.v8.1,Manes.12G134100,(1 of 1) PTHR15139:SF0 - TUBULIN-SPECIFIC CHAPERONE C,brown,NA
Manes.12G134800.v8.1,Manes.12G134800,(1 of 2) K02892 - large subunit ribosomal protein L23 (RP-L23; MRPL23; rplW),brown,NA
Manes.12G135200.v8.1,Manes.12G135200,(1 of 2) PTHR10502:SF98 - ANNEXIN D1-RELATED,yellow,NA
Manes.12G136900.v8.1,Manes.12G136900,,brown,NA
Manes.12G137100.v8.1,Manes.12G137100,(1 of 21) PF04783 - Protein of unknown function (DUF630) (DUF630),yellow,NA
Manes.12G137700.v8.1,Manes.12G137700,(1 of 1) PTHR33059:SF4 - F28K19.24-RELATED,brown,NA
Manes.12G141000.v8.1,Manes.12G141000,(1 of 3) PTHR31642:SF6 - HXXXD-TYPE ACYL-TRANSFERASE-RELATED,brown,NA
Manes.12G141100.v8.1,Manes.12G141100,(1 of 7) KOG0472//KOG1187 - Leucine-rich repeat protein // Serine/threonine protein kinase,brown,NA
Manes.12G142600.v8.1,Manes.12G142600,(1 of 1) PTHR33471//PTHR33471:SF5 - FAMILY NOT NAMED // EXPRESSED PROTEIN,brown,NA
Manes.12G145200.v8.1,Manes.12G145200,(1 of 18) PF12023 - Domain of unknown function (DUF3511) (DUF3511),yellow,NA
Manes.12G149600.v8.1,Manes.12G149600,(1 of 1) 1.14.13.113 - FAD-dependent urate hydroxylase / Urate hydroxylase,brown,NA
Manes.12G149900.v8.1,Manes.12G149900,,yellow,NA
Manes.12G150200.v8.1,Manes.12G150200,(1 of 29) KOG4282 - Transcription factor GT-2 and related proteins; contains trihelix DNA-binding/SANT domain,yellow,NA
Manes.12G150600.v8.1,Manes.12G150600,(1 of 4) PTHR11937//PTHR11937:SF247 - ACTIN // SUBFAMILY NOT NAMED,brown,NA
Manes.12G151000.v8.1,Manes.12G151000,,yellow,NA
Manes.12G152600.v8.1,Manes.12G152600,(1 of 46) PF05678 - VQ motif (VQ),yellow,NA
Manes.12G155100.v8.1,Manes.12G155100,(1 of 1) K09651 - rhomboid domain-containing protein 1 [EC:3.4.21.-] (RHBDD1),brown,NA
Manes.12G156700.v8.1,Manes.12G156700,(1 of 1) 1.2.1.25//1.2.4.4 - 2-oxoisovalerate dehydrogenase (acylating) // 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) / Dehydrogenase; branched chain alpha-keto acid,brown,NA
